HR2	HR3	NHR2	NHR3
21.50	20.00	19.00	
21.50	20.00	16.00	
21.50	20.00	36.00	
21.50	20.00	38.00	
21.50	20.00	15.00	
21.50	20.00	67.50	
21.50	20.00	18.00	
21.50	20.00	8.00	
21.50	20.00	8.00	
21.50	20.00	30.00	
21.50	20.00	46.00	
21.50	20.00	10.00	
21.50	20.00	42.60	
21.50	20.00	19.00	
21.50	20.00	17.50	
21.50	20.00	12.40	
21.50	20.00	24.00	
21.50	20.00	22.00	
21.50	20.00	16.00	
21.50	20.00	4.00	
21.50	20.00	44.00	
21.50	20.00	15.00	
21.50	20.00	20.00	
21.30	20.00	12.00	
21.30	20.00	20.00	
21.30	20.00	20.00	
21.20	20.00	16.00	
21.10	20.00	28.00	
21.10	20.00	24.00	
21.00	20.00	7.00	
21.00	20.00	35.00	
21.00	20.00	25.00	
21.00	20.00	37.20	
21.00	20.00	26.00	
21.00	20.00	35.00	
21.00	20.00	24.00	
21.00	20.00	25.00	
21.00	20.00	42.00	
21.00	20.00	52.00	
21.00	20.00	32.00	
21.00	20.00	32.00	
21.00	20.00	49.00	
21.00	20.00	36.00	
21.00	20.00	6.00	
21.00	20.00	10.00	
21.00	20.00	40.00	
21.00	20.00	20.00	
21.00	20.00	20.00	
21.00	20.00	6.00	
21.00	20.00	48.00	
21.00	20.00	15.00	
21.00	20.00	10.00	
21.00	20.00	18.00	
21.00	20.00	48.00	
21.00	20.00	33.00	
21.00	20.00	24.00	
21.00	20.00	18.00	
21.00	20.00	19.00	
21.00	20.00	30.00	
21.00	20.00	12.00	
21.00	20.00	20.00	
21.00	20.00	36.00	
21.00	20.00	27.00	
21.00	20.00	24.50	
21.00	20.00	16.00	
21.00	20.00	61.00	
21.00	20.00	8.00	
21.00	20.00	16.00	
21.00	20.00	14.00	
21.00	20.00	8.00	
21.00	20.00	9.00	
21.00	20.00	23.00	
21.00	20.00	42.00	
21.00	20.00	16.00	
21.00	20.00	22.00	
21.00	20.00	40.00	
21.00	20.00	54.00	
21.00	20.00	166.00	
21.00	20.00	6.00	
21.00	20.00	6.00	
21.00	20.00	17.50	
21.00	20.00	21.00	
21.00	20.00	16.00	
21.00	20.00	30.00	
21.00	20.00	6.00	
21.00	20.00	24.00	
21.00	20.00	16.30	
21.00	20.00	14.00	
21.00	20.00	24.00	
21.00	20.00	80.00	
21.00	20.00	13.00	
21.00	20.00	16.00	
21.00	20.00	16.00	
21.00	20.00	24.00	
21.00	20.00	10.00	
21.00	20.00	48.00	
21.00	20.00	12.00	
21.00	20.00	42.00	
21.00	20.00	27.00	
21.00	20.00	40.00	
21.00	20.00	12.00	
21.00	20.00	12.00	
21.00	20.00	64.00	
21.00	20.00	12.00	
21.00	20.00	18.50	
21.00	20.00	22.50	
21.00	20.00	50.00	
21.00	20.00	60.00	
21.00	20.00	25.00	
21.00	20.00	11.50	
21.00	20.00	11.00	
21.00	20.00	24.00	
21.00	20.00	12.00	
21.00	20.00	10.00	
21.00	20.00	13.50	
21.00	20.00	24.00	
21.00	20.00	13.00	
21.00	20.00	16.80	
21.00	20.00	6.50	
21.00	20.00	8.00	
21.00	20.00	11.00	
21.00	20.00	28.00	
21.00	20.00	8.00	
21.00	20.00	22.00	
21.00	20.00	24.50	
21.00	20.00	13.50	
21.00	20.00	9.00	
21.00	20.00	18.00	
21.00	20.00	9.00	
21.00	20.00	9.00	
21.00	20.00	60.00	
21.00	20.00	35.00	
21.00	20.00	40.00	
21.00	20.00	24.00	
21.00	20.00	10.50	
21.00	20.00	8.00	
21.00	20.00	11.60	
21.00	20.00	32.00	
21.00	20.00	21.00	
21.00	20.00	35.00	
21.00	20.00	12.00	
21.00	20.00	24.00	
21.00	20.00	7.00	
21.00	20.00	10.00	
21.00	20.00	22.00	
21.00	20.00	17.00	
21.00	20.00	30.50	
21.00	20.00	12.00	
21.00	20.00	16.00	
21.00	20.00	13.00	
21.00	20.00	40.00	
21.00	20.00	6.00	
21.00	20.00	26.00	
21.00	20.00	16.00	
21.00	20.00	8.00	
21.00	20.00	46.00	
21.00	20.00	24.00	
21.00	20.00	8.00	
21.00	20.00	14.00	
21.00	20.00	8.00	
21.00	20.00	27.00	
21.00	20.00	61.00	
21.00	20.00	16.00	
21.00	20.00	10.00	
21.00	20.00	28.00	
21.00	20.00	37.00	
21.00	20.00	24.40	
21.00	20.00	35.50	
21.00	20.00	14.00	
21.00	20.00	16.50	
21.00	20.00	6.50	
21.00	20.00	19.00	
21.00	20.00	18.00	
21.00	20.00	20.00	
21.00	20.00	24.00	
21.00	20.00	28.00	
21.00	20.00	46.00	
21.00	20.00	24.00	
21.00	20.00	26.00	
21.00	20.00	12.00	
21.00	20.00	15.50	
21.00	20.00	25.00	
21.00	20.00	29.00	
21.00	20.00	7.00	
21.00	20.00	10.50	
21.00	20.00	18.50	
21.00	20.00	20.00	
21.00	20.00	20.00	
21.00	20.00	22.00	
21.00	20.00	16.00	
21.00	20.00	8.00	
21.00	20.00	18.00	
21.00	20.00	22.00	
21.00	20.00	18.00	
21.00	20.00	5.00	
21.00	20.00	36.00	
21.00	20.00	20.00	
21.00	20.00	16.00	
21.00	20.00	16.00	
21.00	20.00	25.00	
21.00	20.00	40.50	
21.00	20.00	54.00	
21.00	20.00	12.00	
21.00	20.00	16.00	
21.00	20.00	7.00	
21.00	20.00	24.50	
21.00	20.00	10.00	
21.00	20.00	6.00	
21.00	20.00	8.00	
21.00	20.00	18.00	
21.00	20.00	28.00	
21.00	20.00	19.00	
21.00	20.00	6.00	
21.00	20.00	8.00	
21.00	20.00	6.00	
21.00	20.00	6.00	
21.00	20.00	16.00	
21.00	20.00	10.00	
21.00	20.00	9.00	
21.00	20.00	35.00	
21.00	20.00	23.00	
21.00	20.00	20.00	
21.00	20.00	8.00	
21.00	20.00	59.00	
21.00	20.00	10.00	
21.00	20.00	13.50	
21.00	20.00	12.00	
21.00	20.00	17.00	
21.00	20.00	16.00	
21.00	20.00	39.00	
21.00	20.00	64.80	
21.00	20.00	26.00	
21.00	20.00	9.00	
21.00	20.00	12.00	
21.00	20.00	12.00	
21.00	20.00	18.00	
21.00	20.00	28.00	
21.00	20.00	22.00	
21.00	20.00	24.30	
21.00	20.00	27.00	
21.00	20.00	34.00	
21.00	20.00	12.00	
21.00	20.00	8.00	
21.00	20.00	24.00	
21.00	20.00	26.50	
21.00	20.00	36.00	
21.00	20.00	31.00	
21.00	20.00	26.00	
21.00	20.00	50.00	
21.00	20.00	28.00	
21.00	20.00	24.00	
21.00	20.00	12.00	
21.00	20.00	25.00	
21.00	20.00	10.00	
21.00	20.00	27.00	
21.00	20.00	41.00	
21.00	20.00	16.00	
21.00	20.00	12.00	
21.00	20.00	17.00	
21.00	20.00	37.00	
21.00	20.00	8.00	
21.00	20.00	8.00	
21.00	20.00	45.50	
21.00	20.00	11.00	
21.00	20.00	7.00	
21.00	20.00	8.50	
21.00	20.00	8.00	
21.00	20.00	10.00	
21.00	20.00	18.00	
21.00	20.00	14.00	
21.00	20.00	47.00	
21.00	20.00	18.00	
21.00	20.00	8.00	
21.00	20.00	21.00	
21.00	20.00	6.00	
21.00	20.00	26.00	
21.00	20.00	12.00	
21.00	20.00	11.00	
21.00	20.00	7.50	
21.00	20.00	6.00	
21.00	20.00	10.00	
21.00	20.00	20.00	
21.00	20.00	42.00	
21.00	20.00	16.00	
21.00	20.00	20.00	
21.00	20.00	19.00	
21.00	20.00	6.00	
21.00	20.00	76.00	
21.00	20.00	12.00	
21.00	20.00	16.00	
21.00	20.00	16.00	
21.00	20.00	22.00	
21.00	20.00	88.00	
21.00	20.00	15.00	
21.00	20.00	62.00	
21.00	20.00	15.00	
21.00	20.00	30.00	
21.00	20.00	31.00	
21.00	20.00	30.00	
21.00	20.00	8.00	
21.00	20.00	45.50	
21.00	20.00	16.00	
21.00	20.00	16.00	
21.00	20.00	30.00	
21.00	20.00	23.50	
21.00	20.00	40.00	
21.00	20.00	16.00	
21.00	20.00	20.00	
21.00	20.00	24.00	
21.00	20.00	30.00	
21.00	20.00	30.00	
21.00	20.00	14.50	
21.00	20.00	23.00	
21.00	20.00	22.00	
21.00	20.00	15.50	
21.00	20.00	14.00	
21.00	20.00	10.00	
21.00	20.00	18.00	
21.00	20.00	20.00	
21.00	20.00	25.00	
21.00	20.00	15.00	
20.90	20.00	48.30	
20.90	20.00	41.00	
20.70	20.00	40.00	
20.70	20.00	28.60	
20.60	20.00	4.00	
20.50	20.00	30.00	
20.50	20.00	19.00	
20.50	20.00	10.00	
20.50	20.00	15.00	
20.50	20.00	15.00	
20.50	20.00	7.00	
20.50	20.00	12.00	
20.50	20.00	26.00	
20.50	20.00	27.00	
20.50	19.80	23.00	
20.50	19.80	12.00	
20.50	19.50	24.00	
20.50	19.50	6.00	
20.50	19.50	12.00	
20.50	19.50	28.00	
20.50	19.50	34.00	
20.50	19.50	23.00	
20.50	19.50	16.00	
20.50	19.50	14.00	
20.50	19.50	8.00	
20.50	19.50	42.00	
20.50	19.50	30.00	
20.50	19.50	10.00	
20.50	19.50	21.00	
20.50	19.50	73.00	
20.50	19.50	14.00	
20.50	19.50	24.00	
20.50	19.50	50.00	
20.50	19.50	30.00	
20.50	19.50	36.00	
20.50	19.50	16.00	
20.50	19.50	7.00	
20.50	19.50	16.00	
20.50	19.50	14.00	
20.50	19.50	10.40	
20.50	19.50	15.00	
20.50	19.50	8.00	
20.50	19.50	8.00	
20.50	19.50	27.50	
20.50	19.50	17.00	
20.50	19.50	27.00	
20.50	19.50	25.50	
20.50	19.50	24.00	
20.50	19.50	26.00	
20.50	19.40	12.00	
20.50	19.30	12.00	
20.50	19.30	12.00	
20.50	19.30	20.00	
20.40	19.20	26.00	
20.40	19.20	19.00	
20.30	19.20	25.00	
20.30	19.20	25.00	
20.20	19.00	30.00	
20.20	19.00	94.00	
20.20	19.00	8.00	
20.20	19.00	6.00	
20.10	19.00	12.00	
20.10	19.00	27.80	
20.10	19.00	16.00	
20.10	19.00	22.00	
20.10	19.00	24.00	
20.00	19.00	12.00	
20.00	19.00	16.00	
20.00	19.00	17.00	
20.00	19.00	42.00	
20.00	19.00	8.00	
20.00	19.00	26.00	
20.00	19.00	32.00	
20.00	19.00	36.00	
20.00	19.00	18.00	
20.00	19.00	13.00	
20.00	19.00	22.00	
20.00	19.00	18.50	
20.00	19.00	18.00	
20.00	19.00	13.00	
20.00	19.00	15.00	
20.00	19.00	10.00	
20.00	19.00	10.00	
20.00	19.00	6.00	
20.00	19.00	6.00	
20.00	19.00	16.00	
20.00	19.00	10.00	
20.00	19.00	6.00	
20.00	19.00	18.00	
20.00	19.00	6.00	
20.00	19.00	10.00	
20.00	19.00	6.00	
20.00	19.00	30.00	
20.00	19.00	22.00	
20.00	19.00	28.00	
20.00	19.00	16.00	
20.00	19.00	22.00	
20.00	19.00	68.00	
20.00	19.00	20.00	
20.00	19.00	37.80	
20.00	19.00	10.00	
20.00	19.00	40.00	
20.00	19.00	42.00	
20.00	19.00	48.00	
20.00	19.00	20.00	
20.00	19.00	12.00	
20.00	19.00	12.00	
20.00	19.00	20.00	
20.00	19.00	40.00	
20.00	19.00	11.00	
20.00	19.00	15.10	
20.00	19.00	32.00	
20.00	19.00	16.00	
20.00	19.00	12.00	
20.00	19.00	18.00	
20.00	19.00	14.00	
20.00	19.00	16.00	
20.00	19.00	12.00	
20.00	19.00	20.00	
20.00	19.00	15.00	
20.00	19.00	44.00	
20.00	19.00	11.00	
20.00	19.00	29.00	
20.00	19.00	46.00	
20.00	19.00	84.00	
20.00	19.00	15.00	
20.00	19.00	18.00	
20.00	19.00	24.00	
20.00	19.00	70.00	
20.00	19.00	7.00	
20.00	19.00	5.00	
20.00	19.00	12.00	
20.00	19.00	8.00	
20.00	19.00	20.00	
20.00	19.00	27.00	
20.00	19.00	16.00	
20.00	19.00	14.00	
20.00	19.00	12.00	
20.00	19.00	16.00	
20.00	19.00	20.00	
20.00	19.00	20.00	
20.00	19.00	14.00	
20.00	19.00	8.00	
20.00	19.00	8.00	
20.00	19.00	60.00	
20.00	19.00	12.00	
20.00	19.00	16.00	
20.00	19.00	26.00	
20.00	19.00	14.00	
20.00	19.00	12.00	
20.00	19.00	40.00	
20.00	19.00	16.00	
20.00	19.00	20.00	
20.00	19.00	13.50	
20.00	19.00	8.00	
20.00	19.00	8.00	
20.00	19.00	12.00	
20.00	19.00	14.00	
20.00	19.00	36.00	
20.00	19.00	16.00	
20.00	19.00	16.00	
20.00	19.00	27.00	
20.00	19.00	16.50	
20.00	19.00	24.00	
20.00	19.00	23.00	
20.00	19.00	10.00	
20.00	19.00	20.00	
20.00	19.00	11.00	
20.00	19.00	28.00	
20.00	19.00	16.00	
20.00	19.00	13.50	
20.00	19.00	12.00	
20.00	19.00	16.00	
20.00	19.00	16.00	
20.00	19.00	20.00	
20.00	19.00	12.00	
20.00	19.00	16.00	
20.00	19.00	12.50	
20.00	19.00	48.00	
20.00	19.00	83.00	
20.00	19.00	20.00	
20.00	19.00	36.10	
20.00	19.00	28.00	
20.00	19.00	9.00	
20.00	19.00	13.00	
20.00	19.00	11.00	
20.00	19.00	36.00	
20.00	19.00	94.00	
20.00	19.00	24.00	
20.00	19.00	11.50	
20.00	19.00	14.00	
20.00	19.00	16.00	
20.00	19.00	8.00	
20.00	19.00	8.00	
20.00	19.00	24.00	
20.00	19.00	8.00	
20.00	19.00	30.00	
20.00	19.00	10.00	
20.00	19.00	10.00	
20.00	19.00	40.00	
20.00	19.00	20.00	
20.00	19.00	25.00	
20.00	19.00	78.00	
20.00	19.00	38.00	
20.00	19.00	12.00	
20.00	19.00	14.00	
20.00	19.00	17.00	
20.00	19.00	18.00	
20.00	19.00	20.00	
20.00	19.00	12.00	
20.00	19.00	23.00	
20.00	19.00	72.00	
20.00	19.00	18.00	
20.00	19.00	48.00	
20.00	19.00	15.00	
20.00	19.00	12.00	
20.00	19.00	12.00	
20.00	19.00	17.00	
20.00	19.00	16.00	
20.00	19.00	22.20	
20.00	19.00	22.00	
20.00	19.00	38.00	
20.00	19.00	10.00	
20.00	19.00	10.00	
20.00	19.00	24.00	
20.00	19.00	40.00	
20.00	19.00	16.00	
20.00	19.00	17.00	
20.00	19.00	20.00	
20.00	19.00	13.00	
20.00	19.00	40.00	
20.00	19.00	15.00	
20.00	19.00	16.00	
20.00	19.00	16.00	
20.00	19.00	10.00	
20.00	19.00	16.00	
20.00	19.00	8.00	
20.00	19.00	24.00	
20.00	19.00	15.00	
20.00	19.00	15.00	
20.00	19.00	15.00	
20.00	19.00	15.00	
20.00	19.00	15.00	
20.00	19.00	15.00	
20.00	19.00	16.50	
20.00	19.00	50.00	
20.00	19.00	23.30	
20.00	19.00	11.50	
20.00	19.00	14.00	
20.00	19.00	17.00	
20.00	19.00	18.50	
20.00	19.00	16.00	
20.00	19.00	16.00	
20.00	19.00	18.00	
20.00	19.00	60.00	
20.00	19.00	40.00	
20.00	19.00	12.00	
20.00	19.00	12.00	
20.00	19.00	8.00	
20.00	19.00	10.00	
20.00	19.00	8.00	
20.00	19.00	18.00	
20.00	19.00	39.00	
20.00	19.00	30.00	
20.00	19.00	24.20	
20.00	19.00	4.00	
20.00	19.00	16.00	
20.00	19.00	20.00	
20.00	19.00	12.00	
20.00	19.00	24.00	
20.00	19.00	38.00	
20.00	19.00	11.00	
20.00	19.00	26.00	
20.00	19.00	12.00	
20.00	19.00	45.00	
20.00	19.00	6.00	
20.00	19.00	24.30	
20.00	19.00	10.50	
20.00	19.00	26.00	
20.00	18.80	10.00	
20.00	18.80	16.00	
20.00	18.60	8.00	
20.00	18.60	45.00	
20.00	18.60	32.50	
20.00	18.60	18.00	
20.00	18.60	17.00	
20.00	18.60	12.00	
20.00	18.60	16.00	
20.00	18.50	16.00	
20.00	18.50	9.50	
20.00	18.50	20.00	
20.00	18.50	12.00	
20.00	18.50	20.00	
20.00	18.50	14.00	
20.00	18.50	20.00	
20.00	18.50	13.00	
20.00	18.50	24.00	
20.00	18.50	12.00	
20.00	18.50	36.00	
20.00	18.50	16.00	
20.00	18.50	4.00	
20.00	18.50	19.00	
20.00	18.50	19.00	
20.00	18.50	12.50	
20.00	18.50	38.00	
20.00	18.50	28.00	
20.00	18.50	24.00	
20.00	18.50	30.00	
20.00	18.50	34.00	
20.00	18.50	6.00	
20.00	18.50	16.00	
20.00	18.50	13.00	
20.00	18.50	66.00	
20.00	18.50	4.00	
20.00	18.50	24.00	
20.00	18.50	5.00	
20.00	18.50	15.00	
20.00	18.50	4.00	
20.00	18.50	12.00	
20.00	18.50	21.00	
20.00	18.50	16.00	
20.00	18.50	60.00	
20.00	18.50	32.00	
20.00	18.50	16.00	
20.00	18.50	40.70	
20.00	18.50	40.00	
20.00	18.50	16.00	
20.00	18.50	26.00	
20.00	18.50	5.00	
20.00	18.50	38.00	
20.00	18.50	18.00	
20.00	18.50	10.00	
20.00	18.50	13.00	
20.00	18.50	4.00	
20.00	18.50	5.00	
20.00	18.50	5.00	
20.00	18.50	8.00	
20.00	18.50	4.00	
20.00	18.30	5.00	
20.00	18.30	4.00	
20.00	18.30	40.00	
20.00	18.30	30.50	
20.00	18.30	9.00	
20.00	18.30	9.50	
20.00	18.30	12.00	
20.00	18.30	15.00	
20.00	18.30	10.00	
20.00	18.30	8.50	
20.00	18.30	24.00	
20.00	18.30	29.00	
20.00	18.30	10.00	
20.00	18.30	17.00	
20.00	18.30	15.00	
20.00	18.20	60.00	
20.00	18.20	30.50	
20.00	18.20	30.00	
20.00	18.10	34.00	
20.00	18.10	32.00	
20.00	18.10	13.50	
20.00	18.00	6.00	
20.00	18.00	18.00	
20.00	18.00	16.00	
20.00	18.00	22.00	
20.00	18.00	31.00	
20.00	18.00	13.50	
20.00	18.00	16.00	
20.00	18.00	40.00	
20.00	18.00	40.00	
20.00	18.00	5.00	
20.00	18.00	10.00	
20.00	18.00	15.00	
20.00	18.00	15.00	
20.00	18.00	31.00	
20.00	18.00	42.00	
20.00	18.00	32.00	
20.00	18.00	16.00	
20.00	18.00	24.00	
20.00	18.00	22.00	
20.00	18.00	40.00	
20.00	18.00	30.00	
20.00	18.00	30.00	
20.00	18.00	40.00	
20.00	18.00	37.00	
20.00	18.00	40.00	
20.00	18.00	18.00	
20.00	18.00	43.00	
20.00	18.00	66.00	
20.00	18.00	46.00	
20.00	18.00	24.00	
20.00	18.00	9.00	
20.00	18.00	28.00	
20.00	18.00	22.60	
20.00	18.00	24.00	
20.00	18.00	26.00	
20.00	18.00	16.00	
20.00	18.00	12.00	
20.00	18.00	32.00	
20.00	18.00	28.00	
20.00	18.00	8.00	
20.00	18.00	10.00	
20.00	18.00	26.50	
20.00	18.00	53.00	
20.00	18.00	12.00	
20.00	18.00	15.00	
20.00	18.00	26.00	
20.00	18.00	30.00	
20.00	18.00	17.00	
20.00	18.00	23.00	
20.00	18.00	12.00	
20.00	18.00	23.00	
20.00	18.00	30.00	
20.00	18.00	16.00	
20.00	18.00	36.00	
20.00	18.00	27.00	
20.00	18.00	6.00	
20.00	18.00	17.50	
20.00	18.00	16.00	
20.00	18.00	12.00	
20.00	18.00	85.00	
20.00	18.00	21.00	
20.00	18.00	47.00	
20.00	18.00	40.00	
20.00	18.00	40.00	
20.00	18.00	34.00	
20.00	18.00	14.00	
20.00	18.00	10.00	
20.00	18.00	30.50	
20.00	18.00	22.00	
20.00	18.00	22.00	
20.00	18.00	22.50	
20.00	18.00	16.00	
20.00	18.00	16.00	
20.00	18.00	20.00	
20.00	18.00	16.00	
20.00	18.00	6.00	
20.00	18.00	5.00	
20.00	18.00	18.00	
20.00	18.00	8.00	
20.00	18.00	8.00	
20.00	18.00	13.00	
20.00	18.00	10.00	
20.00	18.00	13.00	
20.00	18.00	10.00	
20.00	18.00	21.00	
20.00	18.00	14.00	
20.00	18.00	28.00	
20.00	18.00	24.00	
20.00	18.00	38.00	
20.00	18.00	13.00	
20.00	18.00	19.00	
20.00	18.00	9.00	
20.00	18.00	10.00	
20.00	18.00	43.00	
20.00	18.00	35.00	
20.00	18.00	30.00	
20.00	18.00	65.00	
20.00	18.00	10.00	
20.00	18.00	75.00	
20.00	18.00	10.00	
20.00	18.00	12.00	
20.00	18.00	9.00	
20.00	18.00	8.00	
20.00	18.00	30.00	
20.00	18.00	20.00	
20.00	18.00	10.00	
20.00	18.00	20.00	
20.00	18.00	12.00	
20.00	18.00	28.00	
20.00	18.00	20.00	
20.00	18.00	12.50	
20.00	18.00	17.00	
20.00	18.00	12.60	
20.00	18.00	18.00	
20.00	18.00	18.00	
20.00	18.00	25.00	
20.00	18.00	51.00	
20.00	18.00	17.00	
20.00	18.00	24.00	
20.00	18.00	35.00	
20.00	18.00	19.50	
20.00	18.00	9.00	
20.00	18.00	40.00	
20.00	18.00	12.00	
20.00	18.00	22.50	
20.00	18.00	16.00	
20.00	18.00	18.00	
20.00	18.00	16.00	
20.00	18.00	36.00	
20.00	18.00	6.00	
20.00	18.00	16.00	
20.00	18.00	93.00	
20.00	18.00	12.00	
20.00	18.00	19.00	
20.00	18.00	32.00	
20.00	18.00	29.00	
20.00	18.00	36.00	
20.00	18.00	9.00	
20.00	18.00	25.00	
20.00	18.00	10.00	
20.00	18.00	14.00	
20.00	18.00	23.00	
20.00	18.00	25.00	
20.00	18.00	9.00	
20.00	18.00	17.00	
20.00	18.00	13.50	
20.00	18.00	36.00	
20.00	18.00		
20.00	18.00	22.40	
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
20.00	18.00		
