Consignees,Number of shipments,Number of US ports,Number of shippers,Number of manufacturers,Number of sampled,Number of refused,Fraction of sampled,Fraction of refused out of sampled,Normalized weight,Fraction of weight of shipment where manufacturer is also shipper,log distance consignee US port,coef var number of manufacturers per year,coef var number of shipments per year,total weight below 10%,Product diversity,Inspected,Inspection outcome
Consignees,17,4,5,5,2,0,0.117647059,0,0.133445668,1,3.005096015,0,0,0,0,0,0
Consignees,17,1,2,2,0,0,0,0,0.004065683,0,0.618422058,0,0.392716687,0,0,0,0
Consignees,17,2,4,4,0,0,0,0,0.040096938,0.875956347,3.49822834,0,0.249567099,0,0,0,0
Consignees,16,2,1,1,0,0,0,0,0.003878109,1,1.817381521,0,0.645497224,0,0,0,0
Consignees,16,1,3,3,0,0,0,0,0.035585289,1,1.347725118,0,0,0,0,0,0
Consignees,16,1,2,2,0,0,0,0,0.064440212,1,1.53130131,0,0,0,0,0,0
Consignees,16,2,3,3,6,0,0.375,0,0.084522895,1,2.422177492,0,1.17260394,0,0,0,0
Consignees,16,1,3,3,3,3,0.1875,1,0.041715086,1,1.46337822,0.433012702,0.709863543,0,0,1,0
Consignees,16,1,4,4,0,0,0,0,0.035860469,1,2.554327825,0,0,0,0,0,0
Consignees,16,1,3,2,8,0,0.5,0,0.015824865,0.767768627,3.69248924,0.372677996,0.513489898,0,0,0,0
Consignees,16,2,5,5,2,0,0.125,0,0.107081442,1,1.688304902,0.666666667,0.40824829,0,0,0,0
Consignees,16,1,1,1,15,0,0.9375,0,0.011590094,1,1.739383814,0,0,0,0.98567341,0,0
Consignees,16,1,1,1,0,0,0,0,0.004162674,1,1.784248611,0,0,0,0,0,0
Consignees,16,1,4,5,0,0,0,0,0.002045777,0.941550254,1.296237571,0.340150672,0.48680506,0,0,0,0
Consignees,16,1,2,2,0,0,0,0,4.452970947,1,3.531572028,0,0,0,0.325152469,0,0
Consignees,16,1,3,2,0,0,0,0,0.005960053,0.664572497,1.093197618,0.471404521,0.707106781,0,0,0,0
Consignees,16,1,1,2,4,0,0.25,0,0.000222855,0.000450014,0.798195749,0.433012702,0.286410981,0,0,0,0
Consignees,16,1,1,1,2,0,0.125,0,0.032253329,1,3.532039694,0,0,0,0,0,0
Consignees,16,1,2,2,0,0,0,0,0.024241673,1,1.540854006,0,0.176776695,0,0,0,0
Consignees,16,1,1,1,6,6,0.375,1,0.033185494,0,3.547620978,0,0,0,0,0,0
Consignees,16,1,3,3,2,0,0.125,0,0.055168607,1,2.755001189,0.666666667,0.6770032,0,0,0,0
Consignees,16,1,3,3,0,0,0,0,0.038947749,1,0.723131806,0,0,0,0,0,0
Consignees,16,1,4,4,8,0,0.5,0,0.0211618,0.872975285,0,0.391230398,0.677483856,0,0.871493817,0,0
Consignees,16,2,1,1,6,3,0.375,0.5,1.105571475,1,0,0,0.996870102,0,0,0,0
Consignees,16,1,1,1,0,0,0,0,0.038859136,1,0,0,0,0,0,0,0
Consignees,16,1,3,3,0,0,0,0,0.000658261,1,1.324230518,0.471404521,1.237436867,0,1.05559329,0,0
Consignees,16,1,4,4,4,0,0.25,0,0.004980008,1,0.856980966,0,0.353553391,0,0,0,0
Consignees,16,4,4,2,10,0,0.625,0,0.37294691,0.001475106,3.226817736,0,0.530330086,0,0,1,0
Consignees,16,1,1,1,16,0,1,0,0.007914182,1,2.659487061,0,0,0,0,1,0
Consignees,16,1,1,1,0,0,0,0,0.025902084,1,1.655589134,0,0,0,0.714487097,0,0
Consignees,16,2,1,1,7,0,0.4375,0,0.017978866,1,2.511134202,0,0.707106781,0,0,0,0
Consignees,16,1,3,2,6,0,0.375,0,0.009200195,0.808170516,0.726038846,0.433012702,0.96217527,0,0,0,0
Consignees,16,1,1,1,14,7,0.875,0.5,0.013798984,0,1.084883393,0,0,0,0,0,0
Consignees,15,1,2,4,3,0,0.2,0,0.000144946,0,1.207853562,0.346410162,0.529150262,0,0,0,0
Consignees,15,1,1,1,10,0,0.666666667,0,0.003647084,1,1.310183715,0,0.871779789,0,0,1,0
Consignees,15,1,2,2,0,0,0,0,0.026088222,0.707238075,0.919936299,0.471404521,1.225651754,0,0.239016245,0,0
Consignees,15,2,3,3,13,3,0.866666667,0.230769231,0.015565104,1,1.157688823,0.433012702,1.058300524,0,0,0,0
Consignees,15,2,1,1,0,0,0,0,0.03472437,1,1.65389039,0,0,0,0,0,0
Consignees,15,4,1,1,12,0,0.8,0,0.062528006,1,3.484026414,0,1.216552506,0,0,1,0
Consignees,15,1,3,3,0,0,0,0,0.026696555,1,3.142369368,0.471404521,0.282842712,0,0,0,0
Consignees,15,2,3,3,0,0,0,0,NaN,NaN,1.372461216,0.365148372,0.657267069,NaN,0.668803277,0,0
Consignees,15,1,3,3,2,0,0.133333333,0,0.025317216,1,1.282279535,0,0.282842712,0,0,0,0
Consignees,15,1,1,1,2,0,0.133333333,0,0.006227677,1,3.590054439,0,0.471404521,0,0,0,0
Consignees,15,2,4,4,4,4,0.266666667,1,0.016348259,1,2.463001758,0,0,0,0,0,0
Consignees,15,1,1,1,15,0,1,0,0.021509328,0,0.723131806,0,0,0,0.218681548,0,0
Consignees,15,1,3,3,0,0,0,0,0.053340535,1,1.509903535,0.471404521,0.471404521,0,0,0,0
Consignees,15,2,2,1,0,0,0,0,0.013943018,1,3.201981903,0,0.848528137,0,0,0,0
Consignees,15,1,1,1,0,0,0,0,0.008960112,1,3.191847395,0,0,0,0,0,0
Consignees,15,2,2,1,0,0,0,0,0.021468871,0,3.385189788,0,1.225651754,0,0,0,0
Consignees,15,1,2,3,10,4,0.666666667,0.4,0.006163239,0,1.260991718,0.4,0.666666667,0,0,1,0
Consignees,15,1,1,1,0,0,0,0,0.005612877,0,3.296584517,0,0,0,0,0,0
Consignees,15,1,2,2,8,0,0.533333333,0,0.678204645,1,1.230718991,0,0.094280904,0,0.305447486,1,1
Consignees,15,1,6,4,8,0,0.533333333,0,0.000678046,0.85990634,1.357708968,0,0.4,0,0,1,0
Consignees,15,1,4,3,0,0,0,0,0.005477676,0.502259043,0.543940338,0.464811126,0.78173596,0,0.011631894,0,0
Consignees,15,2,3,2,4,0,0.266666667,0,0.001964756,0.659516973,2.337739529,0,0.529150262,0,0,0,0
Consignees,15,1,5,5,0,0,0,0,0.065507327,0.572910516,1.55829606,0.346410162,1.216552506,0,0,0,0
Consignees,15,2,3,3,0,0,0,0,0.014007643,0.799373038,2.796946543,0.471404521,1.037089946,0,0,0,0
Consignees,15,1,5,4,1,0,0.066666667,0,0.035723747,0.778993332,0.533204149,0.4,1.466666667,0,0,0,0
Consignees,15,2,5,5,4,0,0.266666667,0,0.13437398,1,1.465152018,0,0,0,0,0,0
Consignees,14,1,1,1,0,0,0,0,0.004181814,1,2.550949303,0,0,0,0,0,0
Consignees,14,2,2,3,4,0,0.285714286,0,1207.298739,0.999999091,3.055336538,0.707106781,0.808122036,0,0.396271672,0,0
Consignees,14,1,3,3,2,0,0.142857143,0,0.024629356,1,2.280511869,0.471404521,0.202030509,0,0,0,0
Consignees,14,2,2,2,2,0,0.142857143,0,0.00117855,1,3.446375027,0,0,0,0,0,0
Consignees,14,1,1,1,4,0,0.285714286,0,0.003439802,1,1.866986563,0,0.752546697,0,0,0,0
Consignees,14,1,1,1,0,0,0,0,0.009805723,1,1.573580176,0,0,0,0,0,0
Consignees,14,2,1,1,0,0,0,0,0.09701856,1,1.447830935,0,0,0,0,0,0
Consignees,14,3,5,6,0,0,0,0,0.082513901,0.453647196,2.985607172,0.989743319,1.360897063,0,0,0,0
Consignees,14,1,5,5,6,2,0.428571429,0.333333333,0.063614164,0.985630465,1.287192387,0.4,0.494871659,0,0.005950655,1,0
Consignees,14,1,3,3,12,0,0.857142857,0,0.007948345,1,1.871203035,0.282842712,0.808122036,0,0,1,0
Consignees,14,1,5,5,0,0,0,0,0.017473245,1,2.498022081,0.5,1.012674777,0,0,0,0
Consignees,14,2,1,1,8,6,0.571428571,0.75,0.001350598,1,1.192115904,0,0,0,0,1,0
Consignees,14,1,1,1,0,0,0,0,0.020774522,1,2.725465275,0,0,0,0,0,0
Consignees,14,1,1,1,0,0,0,0,0.001855773,1,0.739684125,0,0,0,0,0,0
Consignees,14,1,5,4,2,0,0.142857143,0,0.074408903,1,3.189359724,0.848528137,1.212183053,0,0,0,0
Consignees,14,1,1,1,0,0,0,0,20.90875573,1,0.720102195,0,0.202030509,0,0,0,0
Consignees,14,1,3,3,1,0,0.071428571,0,0.09201452,0.481405997,1.273927582,0,0,0,0,0,0
Consignees,14,1,1,1,14,0,1,0,0.01904573,1,2.752689274,0,0,0,0,0,0
Consignees,14,1,1,1,14,0,1,0,0.004181814,1,1.308264594,0,0,0,0.898823269,0,0
Consignees,14,2,2,2,7,0,0.5,0,0.011214854,1,3.431316186,0,0.606091527,0,0,1,0
Consignees,14,1,3,3,4,0,0.285714286,0,0.009977591,0.500000011,2.441274084,0.471404521,1.010152545,0,0,0,0
Consignees,14,2,1,1,0,0,0,0,0.004933887,1,3.265195186,0,0.606091527,0,0,0,0
Consignees,13,1,2,2,0,0,0,0,60.25740948,1,3.242757788,0,0,0,0,0,0
Consignees,13,1,3,3,4,3,0.307692308,0.75,0.001006219,0.615384615,1.51374182,0.4,0.80921712,0,0,1,1
Consignees,13,1,1,1,0,0,0,0,0.013955949,1,1.300697966,0,0,0,0,0,0
Consignees,13,4,3,3,0,0,0,0,0.027673065,0.784843417,3.167167223,0.433012702,1.332346775,0,0,0,0
Consignees,13,3,2,2,0,0,0,0,0.140704192,1,3.588950416,0,0,0,0,0,0
Consignees,13,1,4,4,2,0,0.153846154,0,0.00010505,0.245240192,1.851860868,0.547101204,0.582452138,0,0,1,0
Consignees,13,1,2,2,0,0,0,0,0.041919129,0.698189128,3.592292777,0,0,0,0,0,0
Consignees,13,1,1,4,2,0,0.153846154,0,0.222619976,0,0.774147942,0.577350269,0.682263318,0,0.802835104,1,1
Consignees,13,1,2,2,2,0,0.153846154,0,0.013106832,0.656760438,1.258861602,0,0.45378096,0,0,0,0
Consignees,13,1,1,1,0,0,0,0,0.000989854,1,1.292596653,0,0.979070928,0,0,0,0
Consignees,13,2,3,3,0,0,0,0,0.049206763,1,2.262000123,0.471404521,0.108785659,0,0.434735597,0,0
Consignees,13,1,2,2,0,0,0,0,0.035132678,0.591890427,2.67718668,0,0.761499611,0,0,0,0
Consignees,13,1,1,1,4,0,0.307692308,0,0.035459674,1,0,0,0.761499611,0,0,0,0
Consignees,13,1,1,1,0,0,0,0,0.004855396,1,1.198228887,0,0,0,0,0,0
Consignees,13,1,4,3,13,13,1,1,0.14295808,1,0.739108293,0,0,0,0,0,0
Consignees,13,1,3,2,7,0,0.538461538,0,0.143375737,1,2.983220582,0.471404521,1.196642245,0,0,0,0
Consignees,13,2,3,3,0,0,0,0,22.79661376,1,3.560073618,0.471404521,0.326356976,0,0,0,0
Consignees,13,2,2,2,9,0,0.692307692,0,0.009194852,1,1.292264573,0,0.326356976,0,0,0,0
Consignees,13,1,1,1,4,0,0.307692308,0,0.002515952,0,1.030542956,0,0.347433532,0,0,0,0
Consignees,13,1,3,3,0,0,0,0,0.013607035,1,2.507318777,0.692820323,0.960768923,0,0,0,0
Consignees,13,1,1,1,0,0,0,0,0.051985335,1,3.44628447,0,0,0,0,0,0
Consignees,13,1,1,1,9,0,0.692307692,0,0.008097049,0,3.150579698,0,0.761499611,0,0.663626815,1,1
Consignees,13,1,4,4,5,0,0.384615385,0,0.057666415,0.556962017,3.063552945,0,0,0,0,0,0
Consignees,13,2,5,5,1,0,0.076923077,0,0.133545072,1,3.175719195,0,0,0,0,0,0
Consignees,13,1,2,2,7,0,0.538461538,0,0.01887588,1,1.250952324,0.384900179,0.682263318,0,0,0,0
Consignees,13,1,2,2,0,0,0,0,0.034677959,1,1.628045339,0,0.979070928,0,0,0,0
Consignees,13,1,3,3,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
Consignees,13,1,3,3,0,0,0,0,0.008022134,1,0.960463001,0.433012702,1.332346775,0,0,0,0
Consignees,13,1,4,3,0,0,0,0,4.363429269,0.999181804,3.92943189,0.471404521,0.326356976,0,0.485125423,0,0
Consignees,13,4,3,3,0,0,0,0,0.003621973,1,3.553241031,0.471404521,1.196642245,0,0,0,0
Consignees,12,3,3,2,0,0,0,0,0.021771388,0.748069894,3.118514615,0,0.471404521,0,0,0,0
Consignees,12,1,1,1,12,0,1,0,0.006328472,0.301193756,1.339902342,0,0,0,0,0,0
Consignees,12,1,3,4,0,0,0,0,0.001263715,0.998769347,1.351836121,0,0.372677996,0,0.7283106,0,0
Consignees,12,3,1,1,3,0,0.25,0,0.066632487,1,3.174729776,0,0.661437828,0,0,0,0
Consignees,12,2,2,2,0,0,0,0,0.034008993,1,2.715494357,0,0,0,0,0,0
Consignees,12,1,1,1,0,0,0,0,0.015408089,1,0.130099433,0,0,0,0,0,0
Consignees,12,1,3,3,0,0,0,0,158.3916665,1,0.271535627,0.707106781,0.23570226,0,0,0,0
Consignees,12,1,1,1,0,0,0,0,0.016061493,1,1.409967311,0,0,0,0,0,0
Consignees,12,1,1,1,0,0,0,0,4.80E-05,0,1.453939252,0,1.089724736,1,0,0,0
Consignees,12,1,3,3,5,0,0.416666667,0,0.004124972,1,1.450561507,0.471404521,0.707106781,0,0,0,0
Consignees,12,2,2,2,0,0,0,0,0.012640114,0.999571142,3.227343955,0,0,0,0,0,0
Consignees,12,1,3,3,2,0,0.166666667,0,0.020300597,1,0,0.433012702,1.089724736,0,0,0,0
Consignees,12,1,2,1,7,0,0.583333333,0,0.003268791,1,1.49659906,0,0.471404521,0,0,0,0
Consignees,12,4,5,5,0,0,0,0,0.070378985,0.549785773,2.691770804,0.346410162,0.5,0,0,0,0
Consignees,12,2,1,1,6,4,0.5,0.666666667,0.126000462,1,3.618939792,0,0,0,0,0,0
Consignees,12,1,1,3,0,0,0,0,0.000511408,0,1.24212766,0,0.23570226,1,0.900578206,0,0
Consignees,12,2,2,2,0,0,0,0,0.018487046,1,2.47365005,0,0.25,0,0,0,0
Consignees,12,1,1,1,0,0,0,0,0.0049872,1,1.529872893,0,0,0,0,0,0
Consignees,12,1,1,1,12,0,1,0,20.7821818,1,2.28911167,0,0,0,0,0,0
Consignees,12,1,3,6,0,0,0,0,0.000196406,0.778682877,0.604774228,0.638876565,0.631906287,1,0,0,0
Consignees,12,1,2,2,4,0,0.333333333,0,0.00686936,1,3.530620337,0,0.471404521,0,0,1,1
Consignees,12,1,3,3,4,0,0.333333333,0,0.007827767,1,1.313317546,0,0,0,0,0,0
Consignees,12,1,5,5,1,0,0.083333333,0,0.042408176,1,2.730729885,0.384900179,0.471404521,0,0.400124592,0,0
Consignees,12,2,3,2,0,0,0,0,0.000303647,0,1.311574547,0,0.661437828,0,0.224149335,0,0
Consignees,12,1,1,1,0,0,0,0,0.011041013,1,0.700533079,0,0,0,0,0,0
Consignees,12,4,2,2,0,0,0,0,0.066320761,0.440927496,3.075879969,0.433012702,0.25,0,0,0,0
Consignees,12,1,1,1,12,12,1,1,0.003074346,0,0.979163816,0,0,0,0,0,0
Consignees,12,1,1,1,0,0,0,0,0.00088703,1,1.56222172,0,0.475073094,0,0,0,0
Consignees,12,1,2,2,0,0,0,0,0.010868977,1,3.22810107,0,0,0,0,0,0
Consignees,12,1,2,1,0,0,0,0,0.000795911,0,1.835291307,0,0.666666667,0,0,0,0
Consignees,12,1,2,2,0,0,0,0,0.01480348,1,0,0,0.471404521,0,0,0,0
Consignees,12,2,3,3,2,0,0.166666667,0,0.09054479,1,3.583429799,0,0,0,0,1,1
Consignees,12,1,1,3,4,0,0.333333333,0,0.001122125,0,2.542782689,0,0,0,0,0,0
Consignees,12,1,4,4,0,0,0,0,0.02326312,1,2.881437626,0.707106781,1.178511302,0,0,0,0
Consignees,11,1,1,1,11,11,1,1,0.000532842,0,2.349159589,0,0,0,0.177041437,1,1
Consignees,11,1,5,3,3,1,0.272727273,0.333333333,0.024576649,0,0.957558892,0.349927106,0.410603265,0,0,0,0
Consignees,11,2,2,3,8,0,0.727272727,0,0.044828673,0.478144063,1.390092694,0,1.03252879,0,0.348877774,0,0
Consignees,11,2,5,3,2,0,0.181818182,0,0.103097045,0.890009766,2.025675537,0.372677996,0.592654764,0,0,0,0
Consignees,11,1,1,1,0,0,0,0,0.009080152,0,3.056349959,0,0,0,0,0,0
Consignees,11,4,5,4,1,0,0.090909091,0,0.006542468,0.897319535,3.022392491,0.433012702,1.259673315,0,0,0,0
Consignees,11,2,2,2,2,0,0.181818182,0,41.3659633,1,2.489025576,0.471404521,0.385694608,0,0,0,0
Consignees,11,1,6,3,2,0,0.181818182,0,0.00012511,0.374206136,1.000943943,0.692820323,1.259673315,1,0.413144559,1,1
Consignees,11,1,2,2,0,0,0,0,0.020416609,0.507042233,0,0,0,0,0,0,0
Consignees,11,1,2,2,2,0,0.181818182,0,0.000701427,1,1.651107477,0,0,0,0,0,0
Consignees,11,2,2,2,0,0,0,0,0.016428213,1,2.081002206,0.4,0.859239205,0,0,0,0
Consignees,11,1,2,2,8,2,0.727272727,0.25,0.510814721,0.015523242,1.275825895,0.4,0.545454545,0,0,1,0
Consignees,11,2,1,1,8,0,0.727272727,0,NaN,NaN,3.416817135,0,0,NaN,0,0,0
Consignees,11,1,3,2,0,0,0,0,0.08465129,0.469393299,1.46337822,0,0,0,0,0,0
Consignees,11,1,2,1,0,0,0,0,0.000604147,0.701492537,1.150042155,0,0.348155312,1,0,0,0
Consignees,11,2,3,4,0,0,0,0,0.001510247,0,2.310250997,0.282842712,0.642824347,0,0,0,0
Consignees,11,1,3,3,9,0,0.818181818,0,0.042558567,0.76351351,2.547198187,0,0,0,0.717960076,0,0
Consignees,11,1,4,2,2,0,0.181818182,0,0.008631126,0.876117154,1.823257978,0.433012702,0.629836657,0,0,0,0
Consignees,11,1,2,2,6,0,0.545454545,0,0.063618315,1,2.347019378,0.4,0.621027319,0,0,0,0
Consignees,11,2,3,3,0,0,0,0,0.044749679,1,2.457033989,0.384900179,0.545454545,0,0,0,0
Consignees,11,1,2,2,0,0,0,0,0.086175347,1,2.459416872,0,0,0,0,0,0
Consignees,11,2,2,2,0,0,0,0,0.001919007,1,2.081833452,0,0,0,0,0,0
Consignees,11,2,4,4,0,0,0,0,0.034492567,0.699874944,2.781534421,0,0,0,0,0,0
Consignees,11,1,1,1,0,0,0,0,0.003186999,0,0.275759988,0,0,0,0,0,0
Consignees,11,1,7,4,2,2,0.181818182,1,0.00166971,0.280323537,1.543679845,0.342326598,0.380300012,0,0,0,0
Consignees,11,1,2,2,0,0,0,0,0.004596304,1,1.867489498,0,0.380300012,0,0,0,0
Consignees,11,1,2,2,4,0,0.363636364,0,0.009461882,1,1.468054072,0,0,0,0,1,0
Consignees,11,1,5,5,3,0,0.272727273,0,0.134660342,1,1.312353703,0.547101204,1.044465936,0,0,0,0
Consignees,11,2,1,3,0,0,0,0,0.010091884,0,2.28020012,0,0.787295822,0,0.107697057,0,0
Consignees,11,1,1,1,0,0,0,0,0.014199608,1,3.595002678,0,0,0,0,0,0
Consignees,11,1,1,1,0,0,0,0,0.018274604,1,0.801878621,0,0,0,0,0,0
Consignees,11,1,5,5,4,0,0.363636364,0,0.001208658,1,0.474373856,0.372677996,0.813115628,1,0,0,0
Consignees,11,1,6,6,0,0,0,0,0.066659952,0.944716824,3.447095181,0.349927106,1.113404429,0,0,0,0
Consignees,11,1,1,1,0,0,0,0,0.00324347,0,2.748158447,0,0.128564869,0,0,0,0
Consignees,11,1,1,1,0,0,0,0,0.032121737,1,3.527087916,0,1.157083824,0,0,0,0
Consignees,11,1,1,1,2,0,0.181818182,0,0.114208609,1,1.61535427,0,0,0,0,0,0
Consignees,11,1,2,3,11,0,1,0,0.001679351,0.772917477,1.333172777,0.433012702,0.41659779,0,0,0,0
Consignees,10,1,1,1,0,0,0,0,0.040935111,1,1.679673444,0,0,0,0,0,0
Consignees,10,2,2,2,6,0,0.6,0,14.7037904,1,3.030139456,0,0.692820323,0,0,1,1
Consignees,10,2,4,4,0,0,0,0,0.016227248,0.813338268,3.102868328,0.282842712,0.565685425,0,0,0,0
Consignees,10,1,1,1,0,0,0,0,0.034365183,1,1.678210247,0,0,0,0,0,0
Consignees,10,2,3,2,0,0,0,0,0.001838868,1,3.090997128,0,0.692820323,0,0,0,0
Consignees,10,1,2,4,0,0,0,0,0.000319118,0.444253859,0.800292972,0.707106781,0.565685425,0,0,0,0
Consignees,10,1,1,1,4,0,0.4,0,2.251459123,1,1.167303873,0,0,0,0,0,0
Consignees,10,1,1,1,0,0,0,0,0.024979644,0,1.797686088,0,0,0,0,0,0
Consignees,10,1,1,1,0,0,0,0,0.000674564,1,3.447658142,0,0,0,0,0,0
Consignees,10,1,1,3,0,0,0,0,0.000166212,0,1.310745501,0,0,0,0,0,0
Consignees,10,1,1,1,0,0,0,0,0.010017082,1,1.013096741,0,0,0,0,0,0
Consignees,10,1,1,1,0,0,0,0,0.014719146,1,1.404124709,0,0,0,0,0,0
Consignees,10,1,1,1,0,0,0,0,0.004549225,1,1.990251105,0,0,0,0,0,0
Consignees,10,1,2,1,8,0,0.8,0,0.039943495,0.131149528,0.91177433,0,0.550757055,0,0,0,0
Consignees,10,2,2,2,0,0,0,0,0.009317234,1,4.131700218,0,0.692820323,0,0.51509203,0,0
Consignees,10,2,1,1,0,0,0,0,0.008700496,1,2.434229688,0,0,0,0,0,0
Consignees,10,2,2,2,5,0,0.5,0,2.75E-06,1,2.0537713,0.471404521,0.565685425,1,0,0,0
Consignees,10,1,1,1,4,0,0.4,0,0.002585933,1,1.420974356,0,0,0,0,0,0
Consignees,10,2,2,2,0,0,0,0,0.014422207,0,3.12569099,0,0.173205081,0,0,0,0
Consignees,10,2,2,2,0,0,0,0,0.001690182,1,3.500682446,0,0.848528137,0,0,0,0
Consignees,10,1,2,2,7,1,0.7,0.142857143,0.0021151,0.566459627,1.33558658,0,0.6244998,0,0.027260732,0,0
Consignees,10,1,1,1,10,6,1,0.6,0.009537175,1,0.43980179,0,0.565685425,0,0,0,0
Consignees,10,1,2,2,0,0,0,0,281.2671181,1,3.12271056,0.471404521,0,0,0,0,0
Consignees,10,1,3,4,0,0,0,0,0.060293947,1,1.397455754,0,0.612372436,0,0,0,0
Consignees,10,1,1,1,0,0,0,0,0.029495563,0,3.617445516,0,0,0,0,0,0
Consignees,10,1,2,2,10,1,1,0.1,0.019737349,1,3.595139498,0,0,0,0,0,0
Consignees,10,1,4,3,0,0,0,0,0.028549323,1,2.480095636,0.707106781,0.848528137,0,0,0,0
Consignees,10,1,1,1,0,0,0,0,0.02271132,1,1.784235103,0,0,0,0,0,0
Consignees,10,1,2,2,3,0,0.3,0,0.038268437,1,1.674920665,0,0,0,0,1,0
Consignees,10,2,2,2,2,0,0.2,0,0.01759936,1,2.652288538,0,1.13137085,0,0,0,0
Consignees,10,1,3,2,0,0,0,0,0.021055518,0.327102809,0.090635009,0.433012702,0.458257569,0,0.041035102,0,0
Consignees,10,3,1,1,3,0,0.3,0,0.016816473,1,3.361233088,0,0,0,0,0,0
Consignees,10,2,3,4,4,4,0.4,1,0.001231114,0.968030355,2.61717657,0.433012702,0.964365076,0,0,0,0
Consignees,10,2,5,5,0,0,0,0,0.023378898,1,3.346503129,0.384900179,0.692820323,0,0,0,0
Consignees,10,1,1,1,0,0,0,0,0.004753561,0,3.290185195,0,0,0,0,0,0
Consignees,10,1,2,3,0,0,0,0,0.000276037,0.96031157,0.964527245,0,0.866025404,0,0,0,0
Consignees,10,3,1,1,0,0,0,0,0.03243197,1,3.569621354,0,1.13137085,0,0,0,0
Consignees,10,3,1,1,2,0,0.2,0,0.113872921,1,2.791336793,0,0,0,0,0,0
Consignees,10,2,3,3,0,0,0,0,0.02319969,0.807252858,2.394716192,0,0.516397779,0,0,0,0
Consignees,10,1,1,1,10,0,1,0,0.00017677,1,1.45986317,0,0,0,0,0,0
Consignees,10,2,3,3,0,0,0,0,0.026024661,1,0.990809498,0.471404521,0.565685425,0,0,0,0
Consignees,9,3,4,4,2,0,0.222222222,0,0.09357244,0.859887611,3.26901729,0.707106781,0.785674201,0,0,0,0
Consignees,9,1,1,1,0,0,0,0,0.049155341,1,3.288749373,0,1.099943882,0,0,0,0
Consignees,9,1,7,7,1,0,0.111111111,0,0.021017878,0.861532544,3.053947223,0.654653671,0.881917104,0,0,0,0
Consignees,9,1,3,4,0,0,0,0,0.028755782,0.801473395,2.755938772,0.384900179,0.425523159,0,0,0,0
Consignees,9,2,3,3,0,0,0,0,0.041613012,1,1.039884028,0,0,0,0,0,0
Consignees,9,1,2,3,6,2,0.666666667,0.333333333,3.94E-05,0,1.321807943,0.433012702,0.666666667,1,0,0,0
Consignees,9,1,1,2,0,0,0,0,0.024250715,0.513043442,3.447545609,0,0,0,0,0,0
Consignees,9,2,1,1,0,0,0,0,0.024810245,0,3.463737462,0,0,0,0,0,0
Consignees,9,1,1,1,0,0,0,0,0.016556543,1,0.652939949,0,0,0,0,0,0
Consignees,9,1,2,2,0,0,0,0,9.621354377,1,3.180612954,0,0,0,0,0,0
Consignees,9,1,2,2,0,0,0,0,0.02218287,1,1.299559652,0,0.15713484,0,0,0,0
Consignees,9,1,2,2,4,0,0.444444444,0,0.012103781,0,2.04984986,0,0.15713484,0,0.728795194,0,0
Consignees,9,1,1,1,0,0,0,0,0.039868748,1,1.167303873,0,0,0,0,0,0
Consignees,9,1,3,3,0,0,0,0,0.025251728,0.633973842,3.340062891,0.471404521,0.471404521,0,0,0,0
Consignees,9,1,3,2,0,0,0,0,0.014116009,0.369338458,2.520163846,0,1.099943882,0,0,0,0
Consignees,9,4,4,4,5,5,0.555555556,1,33.03357302,1,0,0.707106781,1.099943882,0,0,1,1
Consignees,9,1,2,2,0,0,0,0,24.39863297,0,0,0,0.333333333,0,0,0,0
Consignees,9,1,2,2,0,0,0,0,0.000370605,0.480526419,1.143103925,0,0,0,0,0,0
Consignees,9,2,3,3,0,0,0,0,0.015311469,0.358564787,0,0.471404521,1.099943882,0,0,0,0
Consignees,9,1,4,5,5,0,0.555555556,0,0.003115016,0.926475917,0,0.372677996,0.608580619,0,0,0,0
Consignees,9,2,3,2,0,0,0,0,0.001793697,1,0,0.372677996,0.248451997,0,0,0,0
Consignees,9,3,3,3,3,0,0.333333333,0,0.054561069,0.629303977,3.006185441,0.471404521,0.471404521,0,0,0,0
Consignees,9,1,1,1,0,0,0,0,0.000209217,1,3.887325103,0,0,0,0,0,0
Consignees,9,1,3,4,2,0,0.222222222,0,0.000701235,0.087873462,0.346985427,0.346410162,0.577350269,0,0.606040923,0,0
Consignees,9,1,6,6,0,0,0,0,0.062030321,0.493439868,1.900920632,0.654653671,0.577350269,0,0,0,0
Consignees,9,1,3,3,0,0,0,0,0.02121327,0.253672101,3.499905321,0.471404521,1.099943882,0,0,0,0
Consignees,9,1,1,1,2,0,0.222222222,0,NaN,NaN,1.262132555,0,0.365148372,NaN,0,0,0
Consignees,9,2,4,3,7,2,0.777777778,0.285714286,1.785175642,1,1.130972449,0.433012702,0.333333333,0,0,0,0
Consignees,9,1,1,1,0,0,0,0,0.001283879,1,1.18396234,0,0,0,0,0,0
Consignees,9,1,3,3,4,0,0.444444444,0,0.001546782,1,1.063499828,0,0.577350269,0,0.130134516,0,0
Consignees,9,1,3,3,0,0,0,0,0.001088071,1,1.147081431,0.471404521,0.785674201,0,0,0,0
Consignees,9,1,3,3,0,0,0,0,0.015254699,0.682606656,0,0.471404521,0.15713484,0,0,0,0
Consignees,9,1,5,5,1,0,0.111111111,0,0.016809799,1,0,0.346410162,0.577350269,0,0,0,0
Consignees,9,1,2,2,0,0,0,0,0.050982734,1,0,0,0,0,0,0,0
