"","Operation Date","Sum of Hours","Hours Spent","PAC","Operation Code","Work Accomplishment ID","Emp Person ID","Count of Operations","Plan PAC","Plan Hours","Total Hours Spent","Operation Date FY"
"2","2016/04/07 00:00:00","1","1","81011","11","8201402","455518","1","","","1","2016"
"2","2016/04/07 00:00:00","10","10","81011","11","8470438","424482","1","","","10","2016"
"2","2016/04/14 00:00:00","1","1","81011","11","8201401","455518","1","","","1","2016"
"2","2016/04/14 00:00:00","1","1","81011","11","8493779","464675","1","","","1","2016"
"2","2016/04/14 00:00:00","2","2","81011","11","8470429","461410","1","","","2","2016"
"2","2016/04/14 00:00:00","2","2","81011","11","8470429","473612","1","","","2","2016"
"2","2016/04/14 00:00:00","3","3","81011","11","8511250","463633","1","","","3","2016"
"2","2016/04/14 00:00:00","4","4","81011","11","8492612","455908","1","","","4","2016"
"2","2016/04/14 00:00:00","4","4","81011","11","8493718","407167","1","","","4","2016"
"2","2016/04/14 00:00:00","5","5","81011","11","8364174","454344","1","","","5","2016"
"2","2016/04/14 00:00:00","5","5","81011","11","8456273","423681","1","","","5","2016"
"2","2016/04/14 00:00:00","10","10","81011","11","8422044","423735","1","","","10","2016"
"2","2016/04/14 00:00:00","30","30","81011","11","8198631","423153","1","","","30","2016"
"2","2016/04/15 00:00:00","20","20","81011","11","8484799","407247","1","","","20","2016"
"2","2016/04/19 00:00:00","3","3","81011","11","8503865","455207","1","","","3","2016"
"2","2016/04/19 00:00:00","4","4","81011","11","8394165","400372","1","","","4","2016"
"2","2016/04/19 00:00:00","10","10","81011","11","8492552","407247","1","","","10","2016"
"2","2016/04/20 00:00:00","0.5","0.5","81011","11","8493790","464675","1","","","0.5","2016"
"2","2016/04/20 00:00:00","10","10","81011","11","8503875","455903","1","","","10","2016"
"2","2016/04/21 00:00:00","1","1","81011","11","8926708","455518","1","","","1","2016"
"2","2016/04/21 00:00:00","2","2","81011","11","8492641","455908","1","","","2","2016"
"2","2016/04/21 00:00:00","5","5","81011","11","8493739","407167","1","","","5","2016"
"2","2016/04/26 00:00:00","4","4","81011","11","8419643","445798","1","","","4","2016"
"2","2016/04/27 00:00:00","2","2","81011","11","8503858","463713","1","","","2","2016"
"2","2016/04/28 00:00:00","0.5","0.5","81011","11","8503864","415642","1","","","0.5","2016"
"2","2016/04/28 00:00:00","2","2","81011","11","8493795","464675","1","","","2","2016"
"2","2016/04/28 00:00:00","3","3","81011","11","8503871","455207","1","","","3","2016"
"2","2016/04/28 00:00:00","5","5","81011","11","8464167","400372","1","","","5","2016"
"2","2016/04/28 00:00:00","5","5","81011","11","8676554","427303","1","","","5","2016"
"2","2016/04/28 00:00:00","10","10","81011","11","8503886","455903","1","","","10","2016"
"2","2016/04/28 00:00:00","10","10","81011","11","8629263","100452","1","","","10","2016"
"2","2016/04/29 00:00:00","5","5","81011","11","8274448","424060","1","","","5","2016"
"2","2016/05/04 00:00:00","2","2","81011","11","8466369","400372","1","","","2","2016"
"2","2016/05/04 00:00:00","4","4","81011","11","8676574","427303","1","","","4","2016"
"2","2016/05/05 00:00:00","1","1","81011","11","8655706","445798","1","","","1","2016"
"2","2016/05/05 00:00:00","4","4","81011","11","8655632","426363","1","","","4","2016"
"2","2016/05/05 00:00:00","10","10","81011","11","8311813","455903","1","","","10","2016"
"2","2016/05/05 00:00:00","10","10","81011","11","8617694","100452","1","","","10","2016"
"2","2016/05/05 00:00:00","12","12","81011","11","8629262","410418","1","","","12","2016"
"2","2016/05/06 00:00:00","10","10","81011","11","8503925","407123","1","","","10","2016"
"2","2016/05/11 00:00:00","3","3","81011","11","8648406","460482","1","","","3","2016"
"2","2016/05/12 00:00:00","0.5","0.5","81011","11","8611333","454909","1","","","0.5","2016"
"2","2016/05/12 00:00:00","1","1","81011","11","8661292","424042","1","","","1","2016"
"2","2016/05/12 00:00:00","2","2","81011","11","8462504","406745","1","","","2","2016"
"2","2016/05/12 00:00:00","3","3","81011","11","8655642","426363","1","","","3","2016"
"2","2016/05/12 00:00:00","4","4","81011","11","8329222","445798","1","","","4","2016"
"2","2016/05/12 00:00:00","5","5","81011","11","8503930","407123","1","","","5","2016"
"2","2016/05/12 00:00:00","8","8","81011","11","8646158","410418","1","","","8","2016"
"2","2016/05/12 00:00:00","10","10","81011","11","8196960","455926","1","","","10","2016"
"2","2016/05/12 00:00:00","10","10","81011","11","8629264","100452","1","","","10","2016"
"2","2016/05/18 00:00:00","1","1","81011","11","8646140","460482","1","","","1","2016"
"2","2016/05/19 00:00:00","1","1","81011","11","8661291","424042","1","","","1","2016"
"2","2016/05/19 00:00:00","4","4","81011","11","8679761","406745","1","","","4","2016"
"2","2016/05/19 00:00:00","12","12","81011","11","8503931","407123","1","","","12","2016"
"2","2016/05/19 00:00:00","14","7","81011","11","8746687","448987","1","","","14","2016"
"2","2016/05/19 00:00:00","16","16","81011","11","8199129","410418","1","","","16","2016"
"2","2016/05/20 00:00:00","1","1","81011","11","8676553","406647","1","","","1","2016"
"2","2016/05/20 00:00:00","4","4","81011","11","8655631","426363","1","","","4","2016"
"2","2016/05/24 00:00:00","2","2","81011","11","8663080","460482","1","","","2","2016"
"2","2016/05/25 00:00:00","1","1","81011","11","8660090","406647","1","","","1","2016"
"2","2016/05/26 00:00:00","1","1","81011","11","8676548","424042","1","","","1","2016"
"2","2016/05/26 00:00:00","2","2","81011","11","8737718","409711","1","","","2","2016"
"2","2016/05/26 00:00:00","6","6","81011","11","8657464","448987","1","","","6","2016"
"2","2016/05/26 00:00:00","20","10","81011","11","8715932","454951","1","","","20","2016"
"2","2016/05/26 00:00:00","20","20","81011","11","8665941","463183","1","","","20","2016"
"2","2016/05/30 00:00:00","4","2","81011","11","8715938","417029","1","","","4","2016"
"2","2016/06/02 00:00:00","1","1","81011","11","8538580","406647","1","","","1","2016"
"2","2016/06/02 00:00:00","1","1","81011","11","8815840","455518","1","","","1","2016"
"2","2016/06/02 00:00:00","8","8","81011","11","8690788","448987","1","","","8","2016"
"2","2016/06/02 00:00:00","10","10","81011","11","8679750","454951","1","","","10","2016"
"2","2016/06/02 00:00:00","20","20","81011","11","8690791","423153","1","","","20","2016"
"2","2016/06/02 00:00:00","25","25","81011","11","8709044","408636","1","","","25","2016"
"2","2016/06/02 00:00:00","30","15","81011","11","8736098","423857","1","","","30","2016"
"2","2016/06/03 00:00:00","2","2","81011","11","8705495","455518","1","","","2","2016"
"2","2016/06/03 00:00:00","10","10","81011","11","8737717","409711","1","","","10","2016"
"2","2016/06/09 00:00:00","2","2","81011","11","8201407","455518","1","","","2","2016"
"2","2016/06/09 00:00:00","2","2","81011","11","8776624","464915","1","","","2","2016"
"2","2016/06/09 00:00:00","10","5","81011","11","8745859","423857","1","","","10","2016"
"2","2016/06/09 00:00:00","10","10","81011","11","8695462","454951","1","","","10","2016"
"2","2016/06/09 00:00:00","10","10","81011","11","8709042","408636","1","","","10","2016"
"2","2016/06/09 00:00:00","12","6","81011","11","8745870","423857","1","","","12","2016"
"2","2016/06/09 00:00:00","30","30","81011","11","8737724","409711","1","","","30","2016"
"2","2016/06/15 00:00:00","1","1","81011","11","8721471","464281","1","","","1","2016"
"2","2016/06/15 00:00:00","2","2","81011","11","8201404","455518","1","","","2","2016"
"2","2016/06/16 00:00:00","0.5","0.5","81011","11","8748088","408189","1","","","0.5","2016"
"2","2016/06/16 00:00:00","2","2","81011","11","8553191","464915","1","","","2","2016"
"2","2016/06/16 00:00:00","6.5","6.5","81011","11","8748088","408189","1","","","6.5","2016"
"2","2016/06/16 00:00:00","20","20","81011","11","8709043","408636","1","","","20","2016"
"2","2016/06/16 00:00:00","30","30","81011","11","8763690","420344","1","","","30","2016"
"2","2016/06/23 00:00:00","1","1","81011","11","8754874","465472","1","","","1","2016"
"2","2016/06/23 00:00:00","1.5","1.5","81011","11","8748089","408189","1","","","1.5","2016"
"2","2016/06/23 00:00:00","5","5","81011","11","8721469","423877","1","","","5","2016"
"2","2016/06/23 00:00:00","5","5","81011","11","8868423","455557","1","","","5","2016"
"2","2016/06/27 00:00:00","4","4","81011","11","8892969","455557","1","","","4","2016"
"2","2016/06/30 00:00:00","0.5","0.5","81011","11","8537797","465472","1","","","0.5","2016"
"2","2016/06/30 00:00:00","3","1","81011","11","8743535","423877","1","","","3","2016"
"2","2016/07/01 00:00:00","8","4","81011","11","8599286","423862","1","","","8","2016"
"2","2016/07/06 00:00:00","0.5","0.5","81011","11","8763688","465472","1","","","0.5","2016"
"2","2016/07/07 00:00:00","1","1","81011","11","8597858","456369","1","","","1","2016"
"2","2016/07/07 00:00:00","1","1","81011","11","8737721","423877","1","","","1","2016"
"2","2016/07/07 00:00:00","1","1","81011","11","8797825","455944","1","","","1","2016"
"2","2016/07/07 00:00:00","8","8","81011","11","8549046","423862","1","","","8","2016"
"2","2016/07/13 00:00:00","2","2","81011","11","8781616","423862","1","","","2","2016"
"2","2016/07/14 00:00:00","1","1","81011","11","8567640","455944","1","","","1","2016"
"2","2016/07/14 00:00:00","1","1","81011","11","8756541","424042","1","","","1","2016"
"2","2016/07/14 00:00:00","4","4","81011","11","8196963","410418","1","","","4","2016"
"2","2016/07/14 00:00:00","4","4","81011","11","8887762","464266","1","","","4","2016"
"2","2016/07/14 00:00:00","32","16","81011","11","8746685","463183","1","","","32","2016"
"2","2016/07/15 00:00:00","0.5","0.5","81011","11","8892911","423810","1","","","0.5","2016"
"2","2016/07/15 00:00:00","1","1","81011","11","8907868","456369","1","","","1","2016"
"2","2016/07/15 00:00:00","2","1","81011","11","8892911","423810","1","","","2","2016"
"2","2016/07/15 00:00:00","2","2","81011","11","8907867","456369","1","","","2","2016"
"2","2016/07/19 00:00:00","1","1","81011","11","8780101","454455","1","","","1","2016"
"2","2016/07/20 00:00:00","5","5","81011","11","8787106","455926","1","","","5","2016"
"2","2016/07/21 00:00:00","0.5","0.5","81011","11","8761582","456304","1","","","0.5","2016"
"2","2016/07/21 00:00:00","1","1","81011","11","8198635","424042","1","","","1","2016"
"2","2016/07/21 00:00:00","1","1","81011","11","8797810","455944","1","","","1","2016"
"2","2016/07/21 00:00:00","1","1","81011","11","8830557","423810","1","","","1","2016"
"2","2016/07/21 00:00:00","1","1","81011","11","8892918","424602","1","","","1","2016"
"2","2016/07/21 00:00:00","1","1","81011","11","8910211","456369","1","","","1","2016"
"2","2016/07/21 00:00:00","4","4","81011","11","8761581","456304","1","","","4","2016"
"2","2016/07/21 00:00:00","6","6","81011","11","8201409","410418","1","","","6","2016"
"2","2016/07/22 00:00:00","4","4","81011","11","8892961","464266","1","","","4","2016"
"2","2016/07/27 00:00:00","2","2","81011","11","8754424","456304","1","","","2","2016"
"2","2016/07/28 00:00:00","1","1","81011","11","8199128","424042","1","","","1","2016"
"2","2016/07/28 00:00:00","1","1","81011","11","8567400","424602","1","","","1","2016"
"2","2016/07/28 00:00:00","3","3","81011","11","8561178","464266","1","","","3","2016"
"2","2016/07/28 00:00:00","6","6","81011","11","8756554","410418","1","","","6","2016"
"2","2016/07/28 00:00:00","10","10","81011","11","8823654","455926","1","","","10","2016"
"2","2016/08/04 00:00:00","5","5","81011","11","8793255","424602","1","","","5","2016"
"2","2016/08/04 00:00:00","10","10","81011","11","8581790","455926","1","","","10","2016"
"2","2016/08/10 00:00:00","2","2","81011","11","8810172","465106","1","","","2","2016"
"2","2016/08/11 00:00:00","1","1","81011","11","8842500","453386","1","","","1","2016"
"2","2016/08/17 00:00:00","0.5","0.5","81011","11","8842499","453386","1","","","0.5","2016"
"2","2016/08/18 00:00:00","2","1","81011","11","8868415","464043","1","","","2","2016"
"2","2016/08/18 00:00:00","20","20","81011","11","8581788","423153","1","","","20","2016"
"2","2016/08/19 00:00:00","4","4","81011","11","8196962","448987","1","","","4","2016"
"2","2016/08/24 00:00:00","1","1","81011","11","9047484","449795","1","","","1","2016"
"2","2016/08/25 00:00:00","1","1","81011","11","8567419","453386","1","","","1","2016"
"2","2016/08/25 00:00:00","4","4","81011","11","8196961","448987","1","","","4","2016"
"2","2016/08/25 00:00:00","8","8","81011","11","8567581","409711","1","","","8","2016"
"2","2016/08/25 00:00:00","10","10","81011","11","8836011","463183","1","","","10","2016"
"2","2016/08/25 00:00:00","30","30","81011","11","8820276","423153","1","","","30","2016"
"2","2016/08/25 00:00:00","40","40","81011","11","8877429","453174","1","","","40","2016"
"2","2016/08/26 00:00:00","4","4","81011","11","8862928","464043","1","","","4","2016"
"2","2016/09/01 00:00:00","1","1","81011","11","8582603","464043","1","","","1","2016"
"2","2016/09/01 00:00:00","4","4","81011","11","8904693","448987","1","","","4","2016"
"2","2016/09/01 00:00:00","4","4","81011","11","9085947","449795","1","","","4","2016"
"2","2016/09/01 00:00:00","8","8","81011","11","8960950","409711","1","","","8","2016"
"2","2016/09/01 00:00:00","40","40","81011","11","8877428","453174","1","","","40","2016"
"2","2016/09/01 00:00:00","50","50","81011","11","8581787","423153","1","","","50","2016"
"2","2016/09/02 00:00:00","10","10","81011","11","8854029","463183","1","","","10","2016"
"2","2016/09/07 00:00:00","4","4","81011","11","8871654","448987","1","","","4","2016"
"2","2016/09/08 00:00:00","5","5","81011","11","8990023","449795","1","","","5","2016"
"2","2016/09/08 00:00:00","8","8","81011","11","8960949","409711","1","","","8","2016"
"2","2016/09/08 00:00:00","9","9","81011","11","8900007","455207","1","","","9","2016"
"2","2016/09/08 00:00:00","40","40","81011","11","8618801","453174","1","","","40","2016"
"2","2016/09/13 00:00:00","4","4","81011","11","8896030","410418","1","","","4","2016"
"2","2016/09/14 00:00:00","2","2","81011","11","8881911","406764","1","","","2","2016"
"2","2016/09/16 00:00:00","8","8","81011","11","8929440","410418","1","","","8","2016"
"2","2016/09/22 00:00:00","1","1","81011","11","8679871","462971","1","","","1","2016"
"2","2016/09/22 00:00:00","1","1","81011","11","8885023","424042","1","","","1","2016"
"2","2016/09/22 00:00:00","2","1","81011","11","8694708","464670","1","","","2","2016"
"2","2016/09/22 00:00:00","2","2","81011","11","8896013","410418","1","","","2","2016"
"2","2016/09/22 00:00:00","3","3","81011","11","8904719","455207","1","","","3","2016"
"2","2016/09/29 00:00:00","1","1","81011","11","8678420","462971","1","","","1","2016"
"2","2016/09/29 00:00:00","1","1","81011","11","8885901","400372","1","","","1","2016"
"2","2016/09/29 00:00:00","2","2","81011","11","8691209","464670","1","","","2","2016"
"2","2016/09/29 00:00:00","2","2","81011","11","8885013","410418","1","","","2","2016"
