PAC,PAF,OPCODE,ACCORG,ACC2011,PLAN2011,ACC2012,PLAN2012,ACC2013,PLAN2013,ACC2014,PLAN2014,ACC2015,PLAN2015
56008A,,13,MIN-DO,,,,,,,4,10,,
56008A,,13,NWE-DO,,,,,3,15,,,,
56008A,,13,NWJ-DO,,,,,3,20,,,29.5,18
56008A,,13,NYK-DO,5,40,47,40,,,,,,
56008A,,13,PHI-DO,3,45,,,,,,,,
56008A,,13,SAN-DO,,,54,33,,,,,,
56008A,,13,SJN-DO,45,40,,,,,,,,
56008A,,31,ATL-DO,104.5,171,31.5,171,63,195,92.7,19,123,33
56008A,,31,BLT-DO,48,61,5,61,,,,,22,13
56008A,,31,CHI-DO,94,61,18,61,,,,,,
56008A,,31,CIN-DO,60.5,116,47,116,17,67,,,173,26
56008A,,31,DAL-DO,30,116,4,116,182.9,128,,,44,33
56008A,,31,DEN-DO,,,16,61,124,67,34,6,2.5,13
56008A,,31,DET-DO,209.5,226,64,226,55.4,195,14,19,12,53
56008A,,31,FLA-DO,76,176,73.5,176,15,195,13,19,10,33
56008A,,31,KAN-DO,177,171,11,171,20,195,,,,
56008A,,31,LOS-DO,132,116,91,116,21.5,195,,,16,33
56008A,,31,MIN-DO,25.4,116,7,116,,,,,,
56008A,,31,NOL-DO,,,,,,,,,15,7
56008A,,31,NWE-DO,52,176,,,74,128,,,,
56008A,,31,NWJ-DO,72,226,87,226,32.1,245,50.4,25,8,53
56008A,,31,NYK-DO,219,116,106.5,116,176,128,96,13,44,33
56008A,,31,PHI-DO,73,176,71.5,176,43,128,,,1,40
56008A,,31,SAN-DO,,,26,116,,,32,13,,
56008A,,31,SJN-DO,242.1,116,301.5,116,67.8,128,172.8,13,43,33
56008H,DRA,43,NRL,281,600,428,1745,261.5,1065,271,974,86,974
56008H,DRA,43,PRL-NW,302,1943,,,48,2697,,,,
56008H,DRA,43,PRL-SW,,,,,153.1,101,340,1128,1809.8,1128
56008H,DRA,43,SRL,16,125,104,117,,,,,,
56008H,DRT,43,NRL,646,600,2153,1745,2225,1065,805,974,1317.5,974
56008H,DRT,43,PRL-NW,56,1943,64,272,20,2697,,,,
56008H,DRT,43,PRL-SW,103,100,45,380,54,101,40,1128,337,1128
56008H,DRT,43,SRL,105.5,125,363,117,44,603,,,,
56008H,ELE,43,NRL,42,600,,,20,1065,,,,
56008H,ELE,43,PRL-NW,8,1943,,,,,,,,
56008H,ELE,43,SRL,,,16,117,,,,,,
56008H,MIC,43,NRL,134.3,600,757.7,1745,212.1,1065,113.2,974,246.4,974
56008H,MIC,43,PRL-NW,,,26.5,272,,,,,,
56008H,MIC,43,PRL-SW,25,100,,,,,,,130,1128
56008H,MIC,43,SRL,,,84.5,117,57.6,603,,,,
56008H,MIC,43,WEAC,,,,,,,,,49,148
56008H,NAR,43,NRL,102,600,566,1745,427.4,1065,402.8,974,21,974
56008H,NAR,43,PRL-NW,799,1943,807.5,272,428,2697,,,,
56008H,NAR,43,PRL-SW,274,100,182,380,55,101,49,1128,,
56008H,NAR,43,SRL,94,125,127,117,35.5,603,,,,
56008H,,14,ATL-DO,7.4,613,16,679,339,955,26.6,1422,8.5,1223
56008H,,14,BLT-DO,2.2,339,0.1,375,34.6,444,2.1,545,21.2,585
56008H,,14,CHI-DO,164.5,3505,50.4,3307,102,821,49,2156,64,1092
56008H,,14,CIN-DO,6,1094,,,12,1396,28,2041,3.5,1895
56008H,,14,DET-DO,0.7,1749,7.5,1602,5.6,1703,2.8,2558,1.7,1931
56008H,,14,FLA-DO,4094.5,2802,3742,2527,3938.5,823,1915.1,1134,2680.9,1106
56008H,,14,LOS-DO,271.4,1051,254,1083,983,5209,693.5,4495,1441.1,3736
56008H,,14,MIN-DO,13.4,80,7.4,92,7,202,,,8.3,276
56008H,,14,NOL-DO,59.5,2331,11,2191,86.5,2518,12,2718,14.5,2136
56008H,,14,NWE-DO,11.5,214,6.4,195,7,373,36.9,455,,
56008H,,14,NYK-DO,85.9,7028,211.9,8462,2158.8,13420,1686.1,7547,248.6,8907
56008H,,14,PHI-DO,169,1991,251,1968,73.5,1600,91.5,2155,139.5,1610
56008H,,14,SAN-DO,452.5,226,513.1,438,175.4,1231,503,1464,614,1230
56008H,,14,SEA-DO,41.8,567,19.1,297,13.5,482,88.3,471,21,516
56008H,,14,SJN-DO,14.5,1363,17,1839,3,1228,18.5,675,19.5,836
56008H,,14,SWI-DO,69.9,1327,43.1,1925,303,4509,119.6,6983,178.2,6029
56008H,,21,ATL-DO,205.4,255,116.8,284,48.6,319,32.5,430,36.8,392
56008H,,21,BLT-DO,42.8,142,4.2,157,46.6,137,11,146,19.9,171
56008H,,21,CHI-DO,330.7,309,236.4,282,208.8,281,366.4,368,72.8,367
56008H,,21,CIN-DO,137.4,395,261.1,405,327.5,407,603.1,530,351.6,600
56008H,,21,DET-DO,222.4,687,216.6,629,110.1,701,72,879,314.8,856
56008H,,21,FLA-DO,3695.5,112,4763.8,70,4303,60,3405.7,89,192.9,98
56008H,,21,LOS-DO,823.1,220,720.4,227,909.9,203,1173.7,273,483.2,227
56008H,,21,MIN-DO,67.6,28,47,33,25.5,34,17.5,45,17.7,41
56008H,,21,NOL-DO,381,878,321.5,802,257.3,724,252.6,681,262.6,576
56008H,,21,NWE-DO,185.5,86,57.9,78,1.9,115,17.6,122,47.3,123
56008H,,21,NYK-DO,3337.4,1516,2143.2,1433,1864.7,1405,1881.2,1531,919.7,1600
56008H,,21,PHI-DO,1085.5,787,1046.4,778,625.2,718,346.6,771,571.2,716
56008H,,21,SAN-DO,504,45,842.8,44,504.6,40,838.1,59,487,59
56008H,,21,SEA-DO,61.7,123,140.5,110,93.6,98,129.6,81,146.9,79
56008H,,21,SJN-DO,348.2,69,384.6,62,217.9,52,132.6,66,87.3,97
56008H,,21,SWI-DO,508.1,548,373.6,806,444.4,1862,530.1,2409,871.1,2652
56008H,,33,ATL-DO,10.5,24,26.5,24,64,70,29.5,70,44.5,132
56008H,,33,BLT-DO,5,14,8.5,14,31,38,29.5,38,27,73
56008H,,33,CHI-DO,12.5,27,4.6,24,6,57,0.2,57,4.5,108
56008H,,33,CIN-DO,54.9,32,92.9,32,29,22,40,22,26.5,38
56008H,,33,DET-DO,72,57,57.9,51,31,32,24.4,32,36.1,59
56008H,,33,FLA-DO,10,14,33,8,19,81,10,81,79.5,157
56008H,,33,LOS-DO,56,27,97.5,27,46.5,184,93.5,184,139.7,351
56008H,,33,MIN-DO,15.6,5,98.3,5,67.5,30,102.6,30,109.5,59
56008H,,33,NOL-DO,74,70,70.5,65,13.5,22,28,22,34,43
56008H,,33,NWE-DO,17,8,7,8,,,,,,
56008H,,33,NYK-DO,146.8,127,270.3,124,207.3,200,81.2,200,114.3,381
56008H,,33,PHI-DO,102,62,106,62,69,22,48.5,22,59,41
56008H,,33,SAN-DO,15.5,8,45.5,8,2,57,14,57,,
56008H,,33,SEA-DO,54.5,14,46.7,11,14.4,49,20.5,49,31.7,92
56008H,,33,SJN-DO,,,2,5,,,8,11,13,19
56008H,,33,SWI-DO,88.7,51,113.1,76,136.5,157,47,157,212.4,297
56008L,DRA,41,NRL,,,,,,,597,2325,421,1594
56008L,DRA,41,PRL-SW,,,,,,,241,1287,310,1248
56008L,DRT,41,NRL,,,,,,,1365,2325,1827,1594
56008L,DRT,41,PRL-SW,,,,,,,3069,1287,1957.2,1248
56008L,NAR,41,FCC,,,,,,,70.4,156,,
56008L,NAR,41,NRL,,,,,,,56,2325,,
56008L,NAR,41,PRL-SW,,,,,,,,,6.5,1248
56008L,,31,ATL-DO,,,,,,,52.5,176,170.5,51
56008L,,31,BLT-DO,,,,,,,97,61,2,26
56008L,,31,CIN-DO,,,,,,,857,61,108,32
56008L,,31,DAL-DO,,,,,,,7.5,116,,
56008L,,31,DEN-DO,,,,,,,50,61,,
56008L,,31,DET-DO,,,,,,,38,176,108,70
56008L,,31,FLA-DO,,,,,,,,,36,51
56008L,,31,LOS-DO,,,,,,,53,176,26.1,45
56008L,,31,MIN-DO,,,,,,,10,116,,
56008L,,31,NWJ-DO,,,,,,,113,220,134.2,70
56008L,,31,NYK-DO,,,,,,,169.1,116,59.2,51
56008L,,31,PHI-DO,,,,,,,41,116,630,51
56008L,,31,SJN-DO,,,,,,,168,116,,
56021A,DRA,41,SRL,,,10,158,,,,,,
56021A,DRT,41,SRL,24,158,,,,,,,,
56021A,NAR,41,NRL,125.5,158,,,,,,,,
56021A,,12,ATL-DO,,,7,154,,,,,5,163
56021A,,12,BLT-DO,,,27.5,31,,,3,34,,
56021A,,12,CHI-DO,124,154,133,92,31,75,12,102,36,122
56021A,,12,CIN-DO,,,15,61,67,75,,,,
56021A,,12,DAL-DO,142,184,95,92,29,75,,,90,122
56021A,,12,DEN-DO,,,,,20,75,,,,
56021A,,12,DET-DO,40,123,39,61,,,,,10,81
56021A,,12,FLA-DO,84,154,53,92,8,113,74,102,187,122
56021A,,12,KAN-DO,40,154,80,92,316,113,13,102,,
56021A,,12,LOS-DO,,,26,276,5,226,,,,
56021A,,12,MIN-DO,,,,,20,75,58,68,,
56021A,,12,NOL-DO,26,154,,,,,,,,
56021A,,12,NWE-DO,201,184,60,92,128,113,160,102,,
56021A,,12,NWJ-DO,235,276,49.1,154,,,,,10,163
56021A,,12,NYK-DO,135.5,215,173,154,240,113,15,136,120,163
56021A,,12,PHI-DO,140,154,,,645,75,27,68,50,81
56021A,,12,SAN-DO,,,45,31,97,38,389,68,34,122
56021A,,12,SJN-DO,111,123,8,61,,,8.5,34,,
56021A,,13,BLT-DO,,,,,,,1.5,27,,
56021A,,13,CHI-DO,,,,,,,16,82,,
56021A,,13,CIN-DO,,,,,,,,,85,46
56021A,,13,FLA-DO,,,2,75,,,,,7,68
56021A,,13,KAN-DO,,,,,83,93,,,,
56021A,,13,NOL-DO,,,,,,,,,137,68
56021A,,13,NYK-DO,,,,,,,,,30,91
56021A,,13,SEA-DO,,,,,,,,,19,46
56021A,,31,CIN-DO,,,,,,,,,8,7
56021A,,31,DAL-DO,4,5,,,,,,,5,15
56021A,,31,DEN-DO,,,,,,,,,16,7
56021A,,31,FLA-DO,,,9,5,,,,,7.5,15
56021A,,31,KAN-DO,30,5,30,5,110.5,7,,,,
56021A,,31,NOL-DO,10,5,,,,,,,32,15
56021A,,31,NWE-DO,15.5,5,,,8,7,,,,
56021A,,31,NWJ-DO,,,,,,,26,10,,
56021A,,31,NYK-DO,16,10,20,10,,,,,,
56021A,,31,SEA-DO,,,,,,,,,28,7
56022,,12,KAN-DO,150,60,,,,,,,,
56022,,12,NOL-DO,,,,,,,4,43,29,43
56022,,12,NWJ-DO,20,150,,,,,,,,
56022,,12,NYK-DO,,,,,80,121,,,,
56022,,12,SJN-DO,,,,,1,182,,,,
56022,,31,CIN-DO,15,2,,,,,,,,
56843,,11,CHI-DO,,,15,120,,,,,,
56843,,11,NOL-DO,,,80,120,,,,,,
56843,,12,ATL-DO,,,,,36,172,,,,
56843,,12,CHI-DO,,,,,,,,,40,119
56843,,12,DAL-DO,,,30,40,,,,,55,119
56843,,12,DEN-DO,,,,,175,86,50,55,,
56843,,12,DET-DO,307.5,80,95,80,,,35,55,91,60
56843,,12,FLA-DO,,,,,,,46,110,138,60
56843,,12,KAN-DO,,,,,260,129,,,,
56843,,12,LOS-DO,,,42,280,18,302,,,60,238
56843,,12,MIN-DO,,,,,,,,,50,60
56843,,12,NWE-DO,11,120,158,120,10,129,60,110,40,119
56843,,12,NWJ-DO,,,,,61.5,129,44,165,50,179
56843,,12,NYK-DO,125,120,,,80,129,,,98,119
56843,,12,PHI-DO,49,80,183,80,181,86,242,110,,
56843,,12,SAN-DO,,,,,,,310,55,,
56843,,12,SJN-DO,64,80,,,199,43,35,55,30,60
56D015,DRA,41,NRL,,,,,,,,,76.5,963
56D015,DRT,41,NRL,,,,,,,,,40.5,963
56D015,DRT,41,PRL-SW,,,,,,,,,32,199
56D015,NAR,41,NRL,,,,,,,,,767.5,963
56D015,NAR,41,PRL-SW,,,,,,,,,474.4,199
56D015,NAR,41,WEAC,,,,,,,,,57,266
56D015,,12,ATL-DO,,,,,278,242,198,828,385,819
56D015,,12,BLT-DO,,,,,0.5,81,34,368,502,585
56D015,,12,CHI-DO,20,340,,,69,81,102,276,616,351
56D015,,12,CIN-DO,,,,,255,81,136,368,713.5,351
56D015,,12,DAL-DO,214,340,54,170,1033.5,161,811,644,4373,702
56D015,,12,DEN-DO,,,,,205,81,491,184,665,351
56D015,,12,DET-DO,,,,,339,81,383,368,451,351
56D015,,12,FLA-DO,489,340,720,170,621,161,296,460,255,234
56D015,,12,KAN-DO,,,,,184,81,280,368,365,702
56D015,,12,LOS-DO,,,40,170,117,161,244,552,2054,585
56D015,,12,MIN-DO,65,170,,,,,252.3,276,,
56D015,,12,NOL-DO,23,595,,,837,81,972,184,1034,936
56D015,,12,NWE-DO,,,,,1675.5,81,492,276,563.9,1638
56D015,,12,NWJ-DO,,,,,391,81,62,184,987.5,585
56D015,,12,NYK-DO,,,,,70,161,303,368,917,585
56D015,,12,PHI-DO,,,,,105,81,170,368,120,351
56D015,,12,SAN-DO,,,,,480,81,1045,184,311,702
56D015,,12,SEA-DO,,,,,,,760,276,,
56D015,,13,ATL-DO,,,,,,,,,10,74
56D015,,13,BLT-DO,,,,,,,,,117,69
56D015,,13,DAL-DO,,,,,,,,,20,89
56D015,,13,DET-DO,,,,,,,,,3,48
56D015,,13,FLA-DO,,,,,,,,,20,45
56D015,,13,LOS-DO,,,,,,,,,3,50
56D015,,13,MIN-DO,,,,,,,,,11,73
56D015,,13,NOL-DO,,,,,,,,,12,113
56D015,,13,NWE-DO,,,,,,,,,1,269
56D015,,31,ATL-DO,,,,,,,,,5.5,57
56D015,,31,BLT-DO,,,,,,,,,82,57
56D015,,31,CHI-DO,,,,,,,,,58,38
56D015,,31,CIN-DO,,,,,,,,,16.5,32
56D015,,31,DAL-DO,,,,,,,,,313,69
56D015,,31,DEN-DO,,,,,,,,,38.5,32
56D015,,31,FLA-DO,,,,,,,,,46,38
56D015,,31,LOS-DO,,,,,,,,,107,38
56D015,,31,NOL-DO,,,,,,,,,37,88
56D015,,31,NWE-DO,,,,,,,,,36,227
56D015,,31,NWJ-DO,,,,,,,,,67,50
56D015,,31,SAN-DO,,,,,,,,,26,76
56D017,,12,ATL-DO,,,,,,,,,193,351
56D017,,12,BLT-DO,,,,,,,,,136,351
56D017,,12,CIN-DO,,,,,,,,,200,117
56D017,,12,DAL-DO,,,,,,,,,1553,351
56D017,,12,DEN-DO,,,,,,,,,720,234
56D017,,12,FLA-DO,,,,,,,,,311,234
56D017,,12,LOS-DO,,,,,,,,,641,234
56D017,,12,NOL-DO,,,,,,,,,886.4,468
56D017,,12,NWE-DO,,,,,,,,,80,1053
56D017,,12,NWJ-DO,,,,,,,,,165,234
56D017,,12,NYK-DO,,,,,,,,,399,234
56D017,,12,PHI-DO,,,,,,,,,554,234
56D017,,12,SAN-DO,,,,,,,,,1122,351
56R838,NAR,41,FCC,,,56,12050,,,,,87.5,12050
63001A,DRA,41,NRL,,,42,940,18,456,,,,
63001A,DRA,41,PRL-NW,62,444,,,,,,,,
63001A,DRA,41,PRL-SW,,,,,,,258,1140,123,570
63001A,DRA,41,SRL,320,291,130,376,,,,,,
63001A,DRT,41,NRL,,,,,64,456,,,,
63001A,DRT,41,PRL-NW,51,444,,,,,,,,
63001A,DRT,41,SRL,15,291,,,,,,,,
63001A,NAR,41,FCC,,,,,,,727.1,114,450.4,114
63001A,NAR,41,NRL,,,372.5,940,143,456,,,,
63001A,NAR,41,PRL-NW,976.1,444,,,574,2029,,,,
63001A,NAR,41,PRL-SW,,,952,376,,,1163.5,1140,296.5,570
63001A,NAR,41,SRL,260,291,26,376,143.2,1368,,,,
63001A,,12,BLT-DO,,,34,77,,,12,37,,
63001A,,12,CIN-DO,206,51,30,51,60,43,70,183,30,184
63001A,,12,DAL-DO,121,77,38,77,88,87,61.5,146,101,147
63001A,,12,DEN-DO,,,,,,,54,110,36,110
63001A,,12,DET-DO,,,184,51,,,,,,
63001A,,12,FLA-DO,646,951,426.2,951,378,911,232.5,1752,87,1766
63001A,,12,LOS-DO,335,874,88,874,83,868,23,329,90,331
63001A,,12,MIN-DO,,,,,,,40,37,,
63001A,,12,NOL-DO,48,129,,,,,10,37,,
63001A,,12,NWE-DO,11,51,161,51,14,43,,,102,221
63001A,,12,NWJ-DO,,,,,,,182.5,37,74,37
63001A,,12,NYK-DO,112,334,155,334,259,304,6,219,84,221
63001A,,12,SAN-DO,3,257,138,257,36,260,19,110,,
63001A,,12,SEA-DO,549,437,584,437,564,434,270,767,474.5,773
63001A,,12,SJN-DO,4,77,27,77,,,,,15,37
63001A,,13,ATL-DO,,,,,,,,,89,9
63001A,,13,BLT-DO,,,8,33,116,57,,,143,19
63001A,,13,CIN-DO,22,16,,,,,64,65,40,65
63001A,,13,DAL-DO,34,33,59,33,18,56,1,56,168,56
63001A,,13,DEN-DO,,,,,,,,,24,46
63001A,,13,DET-DO,21,16,32,16,75.5,28,3,28,9,28
63001A,,13,FLA-DO,244,357,32,357,17,620,8,640,357.5,640
63001A,,13,LOS-DO,37,341,300.5,341,117.5,591,93.3,120,12,120
63001A,,13,MIN-DO,,,,,,,21,9,,
63001A,,13,NOL-DO,,,37,49,6,84,4,9,,
63001A,,13,NWE-DO,,,,,30,28,,,,
63001A,,13,NWJ-DO,,,,,,,26.5,19,22,19
63001A,,13,NYK-DO,6,129,,,,,112,83,,
63001A,,13,SAN-DO,60,98,2,98,,,28,46,,
63001A,,13,SEA-DO,27,163,25,163,37,282,4,278,18,278
63001A,,13,SJN-DO,15,33,3.5,33,10.5,56,125,19,1,19
63001A,,31,ATL-DO,,,,,,,,,24.5,11
63001A,,31,BLT-DO,,,8,38,,,,,28,16
63001A,,31,CIN-DO,123,5,,,40,17,120,65,41,65
63001A,,31,DAL-DO,26,16,35,38,78,39,,,6,54
63001A,,31,DEN-DO,,,,,,,30.5,47,29,43
63001A,,31,DET-DO,43.5,5,153,16,,,,,,
63001A,,31,FLA-DO,222.9,173,102,416,167.7,407,118,625,43.5,621
63001A,,31,LOS-DO,170,167,127,389,216.9,380,116.5,106,136,113
63001A,,31,MIN-DO,,,,,,,10,6,,
63001A,,31,NOL-DO,,,72,54,24.5,55,2,6,56,11
63001A,,31,NWE-DO,,,45,16,11,17,,,4,70
63001A,,31,NWJ-DO,,,,,,,181,18,51,16
63001A,,31,NYK-DO,41.8,70,69.5,146,78.5,143,36,77,11,76
63001A,,31,SAN-DO,46,49,28,113,,,50,47,4,43
63001A,,31,SEA-DO,219,86,309.5,184,123.5,187,88.5,271,92,270
63001A,,31,SJN-DO,2.5,16,59,38,,,42,18,1.5,16
63002,,12,ATL-DO,,,50,208,,,190,242,91,199
63002,,12,CHI-DO,,,20,104,,,,,45,100
63002,,12,CIN-DO,8,208,,,,,,,64,100
63002,,12,DAL-DO,,,220,104,,,2,121,155,100
63002,,12,DEN-DO,,,,,40,99,,,,
63002,,12,DET-DO,,,15,156,,,,,,
63002,,12,FLA-DO,357,156,105.5,104,265.5,149,,,70,133
63002,,12,KAN-DO,,,,,,,56,161,,
63002,,12,LOS-DO,332.2,208,523,104,80,149,185,81,262.5,66
63002,,12,MIN-DO,20,156,35,52,,,,,,
63002,,12,NOL-DO,,,98,52,,,148,81,93,66
63002,,12,NWE-DO,132,260,48,156,,,35,161,,
63002,,12,NWJ-DO,,,44.5,311,,,40,363,86,299
63002,,12,NYK-DO,,,142,311,1,496,30,363,,
63002,,12,PHI-DO,,,,,5,198,,,,
63002,,12,SAN-DO,9,104,20,52,,,8,40,,
63002,,12,SJN-DO,,,7,363,5,496,,,,
63002,,13,CHI-DO,,,2.6,8,,,,,,
63002,,13,CIN-DO,40,8,,,,,,,,
63002,,13,FLA-DO,10,8,63.5,8,86,8,,,26,9
63002,,13,LOS-DO,,,48.5,8,,,7,6,26.2,6
63002,,13,NWE-DO,,,,,,,3,10,,
63002,,13,NWJ-DO,,,,,,,,,45.5,23
63002,,13,SAN-DO,16.5,4,,,,,,,48,1
63002,,13,SEA-DO,,,,,,,,,12,1
63002,,13,SJN-DO,,,,,,,,,37,28
68001,,11,CHI-DO,,,,,64,240,,,,
68001,,11,NOL-DO,80,90,,,,,,,,
68001,,11,NYK-DO,,,,,,,40,150,,
68001,,12,DET-DO,,,,,,,20,55,,
68001,,12,FLA-DO,,,,,,,30,55,40,55
68001,,12,KAN-DO,146,584,,,167,593,441,598,20,653
68001,,12,MIN-DO,32,40,,,,,40,55,,
68001,,12,NWJ-DO,,,,,,,,,5,55
68001,,12,NYK-DO,,,,,,,48,110,,
68808,,12,ATL-DO,,,250,210,115,240,,,,
68808,,12,BLT-DO,121,63,39,140,164,160,,,1,255
68808,,12,CIN-DO,91,63,,,217,240,45,85,155,170
68808,,12,DAL-DO,,,101,140,416,160,,,,
68808,,12,DEN-DO,,,208,210,,,,,25,85
68808,,12,DET-DO,,,89,210,107,240,,,128,170
68808,,12,KAN-DO,32,633,390.5,420,244,400,290,510,100,425
68808,,12,MIN-DO,97,63,,,,,,,,
68808,,12,NOL-DO,,,,,,,80,85,128,85
68808,,12,NWE-DO,,,45,70,269,80,,,,
68808,,12,NWJ-DO,,,,,,,122,170,,
68808,,12,NYK-DO,408,63,,,,,,,,
68808,,12,PHI-DO,75,63,,,,,60,170,,
68808,,12,SAN-DO,,,334,70,216,80,,,180,85
68808,,12,SEA-DO,,,,,120,80,,,160,85
68811,,12,ATL-DO,112,208,106,156,89,174,80,174,98,174
68811,,12,BLT-DO,,,,,69,58,,,,
68811,,12,CHI-DO,,,,,,,256,116,89,58
68811,,12,DAL-DO,182,208,167,52,748.5,174,,,168,348
68811,,12,DEN-DO,67,156,80,156,145,116,,,81,116
68811,,12,DET-DO,218.5,208,132.5,260,159,174,182.5,174,,
68811,,12,FLA-DO,660,104,97,260,144,406,24,348,289,290
68811,,12,KAN-DO,32,364,252,260,280,348,478,232,62,290
68811,,12,LOS-DO,218,156,153,52,128,116,68,174,,
68811,,12,MIN-DO,141,104,220,104,,,235,174,,
68811,,12,NOL-DO,,,476.8,260,119.5,174,,,56,290
68811,,12,NWE-DO,,,70,52,,,,,36,58
68811,,12,NYK-DO,,,78,156,,,,,,
68811,,12,PHI-DO,90,52,80,52,59,116,,,162,116
68811,,12,SAN-DO,170,156,265,156,,,160,174,112,116
68811,,12,SEA-DO,53,104,179,156,48,116,,,124.5,116
71001,,11,CIN-DO,,,4,147,,,,,,
71001,,11,LOS-DO,,,,,,,,,365,147
71001,,11,NYK-DO,,,,,,,100,147,,
71001,,12,ATL-DO,69,176,93,176,260,160,21,160,91,160
71001,,12,BLT-DO,322,308,282.5,308,321,280,214,280,181.5,280
71001,,12,CHI-DO,628,704,420.5,704,383,640,273.5,640,392,640
71001,,12,CIN-DO,363.5,352,947.5,352,228.6,320,548,320,432.5,320
71001,,12,DAL-DO,482,484,409.8,484,558,440,405.5,440,219,440
71001,,12,DEN-DO,307,220,242,220,138,200,419,200,167,200
71001,,12,DET-DO,218.5,264,187,264,234.5,240,246,240,237.8,240
71001,,12,FLA-DO,187.5,308,479.5,308,125.5,280,225,280,415,280
71001,,12,KAN-DO,1975,1758,2280.5,1757,1995,1617,1362.9,1617,3426,1617
71001,,12,LOS-DO,709.5,616,473,616,567,560,363,560,297,560
71001,,12,MIN-DO,499.5,1100,632.4,1100,573,1000,551,1000,579.5,1000
71001,,12,NOL-DO,255,264,150,264,80,240,209.5,240,168,240
71001,,12,NWE-DO,333,440,398,440,416,400,266,400,757.8,400
71001,,12,NWJ-DO,369.3,528,215,528,251,480,131,480,235,480
71001,,12,NYK-DO,319.5,440,426,440,115,400,357,400,381.5,400
71001,,12,PHI-DO,321,484,154,484,132,440,458,440,220.5,440
71001,,12,SAN-DO,222,264,114,264,179.5,240,60,240,166,240
71001,,12,SEA-DO,412,352,184,352,216.5,320,282,320,186,320
71001,,12,SJN-DO,94,176,105,176,35,160,140,160,151,160
71001,,13,ATL-DO,11.5,5,,,18,5,6.5,5,,
71001,,13,BLT-DO,34,8,12.5,9,,,,,,
71001,,13,CHI-DO,28,20,11,20,4,20,3.5,20,8,20
71001,,13,CIN-DO,4,10,7.1,10,15.5,10,18,10,14,10
71001,,13,DAL-DO,,,,,6.7,13,18,13,32,13
71001,,13,DEN-DO,,,5,6,,,,,3,6
71001,,13,DET-DO,8,7,15,7,13.5,7,,,,
71001,,13,FLA-DO,,,7,9,17,9,,,,
71001,,13,KAN-DO,58.5,44,26,43,23,43,38,43,5.5,43
71001,,13,LOS-DO,7,16,0.5,17,0.5,17,0.5,17,17,17
71001,,13,MIN-DO,,,5.2,30,12,30,0.5,30,15,30
71001,,13,NOL-DO,,,23.5,7,6,7,,,,
71001,,13,NWE-DO,5,12,62,12,,,3,12,,
71001,,13,NWJ-DO,25,15,,,25,15,,,,
71001,,13,NYK-DO,4,12,8,12,4,12,7,12,,
71001,,13,PHI-DO,,,3,13,,,18,13,,
71001,,13,SAN-DO,,,,,12,7,,,7,7
71001,,13,SEA-DO,7.5,10,7,10,54,10,5,10,32,10
71001,,13,SJN-DO,,,2,5,3,5,7.5,5,,
71001,,21,ATL-DO,12.5,2,14.2,1,,,,,,
71001,,21,CHI-DO,2,5,0.1,6,,,4.8,6,11.8,6
71001,,21,CIN-DO,9.7,10,7.2,9,16.8,10,14.5,7,14.3,8
71001,,21,DET-DO,3.6,4,4.6,3,1.8,5,3.6,8,1.2,10
71001,,21,LOS-DO,,,9,1,5.5,5,12.1,8,10.5,10
71001,,21,MIN-DO,,,5.4,4,,,10,2,4.8,2
71001,,21,NOL-DO,9.8,16,11.8,15,10.2,14,5.5,10,11.2,13
71001,,21,NWE-DO,,,,,,,,,4.4,2
71001,,21,NYK-DO,17.8,6,6.4,14,8.1,13,10.9,10,12,10
71001,,21,PHI-DO,3,4,11,3,18,2,17.5,2,12,2
71001,,21,SAN-DO,,,1,1,,,6,1,3.5,1
71001,,21,SEA-DO,23.2,16,,,6.5,6,4.4,6,4.5,5
71001,,21,SWI-DO,16.7,10,28.1,10,19.1,10,15.3,13,12.7,10
71001,,31,BLT-DO,12,14,,,12,14,,,,
71001,,31,CHI-DO,5,28,42,28,,,,,,
71001,,31,CIN-DO,,,105,14,,,90,14,,
71001,,31,DAL-DO,28,21,8,21,8,21,,,,
71001,,31,DEN-DO,49,7,4,7,,,,,,
71001,,31,DET-DO,10,7,17,7,,,,,,
71001,,31,FLA-DO,,,16,14,,,36,14,,
71001,,31,KAN-DO,54,56,25,56,68,56,44,56,44,70
71001,,31,LOS-DO,4,21,9,21,10,21,21.5,21,16,21
71001,,31,MIN-DO,70.5,42,31,42,16,42,10,42,16,42
71001,,31,NOL-DO,20,7,58,7,,,6.5,7,,
71001,,31,NWE-DO,,,8,21,,,,,10,14
71001,,31,NWJ-DO,,,,,7.5,21,,,,
71001,,31,NYK-DO,,,,,,,12,21,,
71001,,31,PHI-DO,14,21,7.5,21,,,22,21,,
71001,,31,SAN-DO,,,16,7,,,,,,
71001,,31,SEA-DO,102.5,14,,,,,28,14,16,14
71001,,31,SJN-DO,,,2,7,4,7,,,,
71003A,FAD,43,SRL,,,,,,,,,5.5,1388
71003A,FIL,41,NRL,,,0,932,,,,,,
71003A,NAR,41,SRL,24,3827,,,49,3119,16,4199,,
71003A,NAR,43,SRL,,,20,1006,24,625,10.5,1158,,
71003A,PES,41,ARL,279.9,1961,521.2,1960,330,5077,454.5,6101,514.4,5083
71003A,PES,41,NRL,99.9,931,50.5,932,68.4,879,66.7,992,59.6,799
71003A,PES,41,PRL-NW,111.6,584,89.8,584,84.5,317,84.8,684,12.1,638
