PAC,PAF,OPCODE,ACCORG,ACC2011,PLAN2011,ACC2012,PLAN2012,ACC2013,PLAN2013,ACC2014,PLAN2014,ACC2015,PLAN2015
21005,,21,DET-DO,525.2,477,,,,,,,,
21005,,21,FLA-DO,486,232,,,,,,,,
21005,,21,LOS-DO,1648.7,365,,,,,,,,
21005,,21,MIN-DO,43.3,92,,,,,,,,
21005,,21,NOL-DO,68.5,29,,,,,,,,
21005,,21,NWE-DO,623,165,,,,,,,,
21005,,21,NYK-DO,263.6,1200,,,,,,,,
21005,,21,PHI-DO,1046.4,51,,,,,,,,
21005,,21,SAN-DO,149.3,190,,,,,,,,
21005,,21,SEA-DO,69.9,262,,,,,,,,
21005,,21,SJN-DO,123,29,,,,,,,,
21005,,21,SWI-DO,2613.9,1414,,,,,,,,
21005,,31,ATL-DO,29,63,,,,,,,,
21005,,31,BLT-DO,175,50,,,,,,,,
21005,,31,CHI-DO,374.5,50,,,,,,,,
21005,,31,CIN-DO,124,71,,,,,,,,
21005,,31,DAL-DO,18.5,109,,,,,,,,
21005,,31,DEN-DO,43.5,42,,,,,,,,
21005,,31,DET-DO,63.5,67,,,,,,,,
21005,,31,FLA-DO,126,50,,,,,,,,
21005,,31,KAN-DO,11,55,,,,,,,,
21005,,31,LOS-DO,172.5,118,,,,,,,,
21005,,31,MIN-DO,188,80,,,,,,,,
21005,,31,NOL-DO,1.5,71,,,,,,,,
21005,,31,NWE-DO,110.5,105,,,,,,,,
21005,,31,NWJ-DO,92.5,46,,,,,,,,
21005,,31,NYK-DO,107.5,63,,,,,,,,
21005,,31,PHI-DO,25,50,,,,,,,,
21005,,31,SAN-DO,353,101,,,,,,,,
21005,,31,SEA-DO,115,206,,,,,,,,
21005,,31,SJN-DO,138.2,29,,,,,,,,
21005,,33,BLT-DO,10,4,,,,,,,,
21005,,33,DET-DO,134.4,14,,,,,,,,
21005,,33,FLA-DO,25.5,6,,,,,,,,
21005,,33,LOS-DO,56,11,,,,,,,,
21005,,33,MIN-DO,5.5,4,,,,,,,,
21005,,33,NOL-DO,6.5,7,,,,,,,,
21005,,33,NWE-DO,6,5,,,,,,,,
21005,,33,NYK-DO,8,37,,,,,,,,
21005,,33,SAN-DO,2,6,,,,,,,,
21005,,33,SEA-DO,88.8,8,,,,,,,,
21005,,33,SWI-DO,528.8,44,,,,,,,,
21005,,53,BLT-DO,167.3,29,,,,,,,,
21005,,53,CHI-DO,102.4,28,,,,,,,,
21005,,53,CIN-DO,155.5,40,,,,,,,,
21005,,53,DAL-DO,38.8,62,,,,,,,,
21005,,53,DEN-DO,85.4,24,,,,,,,,
21005,,53,DET-DO,75.4,38,,,,,,,,
21005,,53,FLA-DO,212.5,29,,,,,,,,
21005,,53,LOS-DO,341.2,67,,,,,,,,
21005,,53,MIN-DO,1.4,46,,,,,,,,
21005,,53,NOL-DO,2,41,,,,,,,,
21005,,53,NWE-DO,151.3,59,,,,,,,,
21005,,53,NWJ-DO,53.1,27,,,,,,,,
21005,,53,NYK-DO,55.3,35,,,,,,,,
21005,,53,PHI-DO,60.1,27,,,,,,,,
21005,,53,SAN-DO,302.4,56,,,,,,,,
21005,,53,SEA-DO,41,115,,,,,,,,
21005,,53,SJN-DO,202,12,,,,,,,,
21005,,83,ATL-DO,2,14,,,,,,,,
21005,,83,DET-DO,2,94,,,,,,,,
21005,,83,MIN-DO,8,19,,,,,,,,
21005,,83,SAN-DO,15,37,,,,,,,,
21006,FDF,43,SRL,1,1500,,,,,,,,
21006,MIC,41,SRL,811.2,2980,,,,,,,,
21006,MIC,43,SRL,340,1500,,,,,,,,
21006,NAR,41,SRL,363.8,2980,,,,,,,,
21006,NIF,41,SRL,2112,2980,,,,,,,,
21006,NIF,43,SRL,155,1500,,,,,,,,
21006,NIS,43,SRL,747.6,1500,,,,,,,,
21006,,12,BLT-DO,65,84,,,,,,,,
21006,,12,CHI-DO,20,42,,,,,,,,
21006,,12,CIN-DO,338,126,,,,,,,,
21006,,12,DET-DO,278,168,,,,,,,,
21006,,12,KAN-DO,85,84,,,,,,,,
21006,,12,LOS-DO,23,42,,,,,,,,
21006,,12,MIN-DO,100,126,,,,,,,,
21006,,12,NWE-DO,83.5,42,,,,,,,,
21006,,12,NWJ-DO,90,84,,,,,,,,
21006,,12,NYK-DO,88,84,,,,,,,,
21006,,13,BLT-DO,147,20,,,,,,,,
21006,,13,CIN-DO,16,25,,,,,,,,
21006,,31,BLT-DO,56,21,,,,,,,,
21006,,31,CIN-DO,25,11,,,,,,,,
21006,,31,DET-DO,91,32,,,,,,,,
21006,,31,LOS-DO,32,11,,,,,,,,
21006,,31,MIN-DO,56,32,,,,,,,,
21006,,31,NWE-DO,16.2,11,,,,,,,,
21006,,31,NYK-DO,16,11,,,,,,,,
21008,FDF,41,SRL,59.5,3750,,,,,,,,
21008,FDF,43,SRL,67.5,1750,,,,,,,,
21008,NAR,41,SRL,212,3750,,,,,,,,
21008,NIS,41,SRL,752.5,3750,,,,,,,,
21008,NIS,43,SRL,638.6,1750,,,,,,,,
21008,,12,ATL-DO,273,400,,,,,,,,
21008,,12,BLT-DO,16,120,,,,,,,,
21008,,12,CHI-DO,185.6,720,,,,,,,,
21008,,12,CIN-DO,277.5,280,,,,,,,,
21008,,12,DAL-DO,114,400,,,,,,,,
21008,,12,DEN-DO,291,720,,,,,,,,
21008,,12,DET-DO,10,280,,,,,,,,
21008,,12,FLA-DO,509.5,520,,,,,,,,
21008,,12,KAN-DO,289,800,,,,,,,,
21008,,12,LOS-DO,523,1480,,,,,,,,
21008,,12,MIN-DO,593.8,600,,,,,,,,
21008,,12,NOL-DO,198.2,240,,,,,,,,
21008,,12,NWE-DO,266,280,,,,,,,,
21008,,12,NWJ-DO,659.5,920,,,,,,,,
21008,,12,NYK-DO,167,800,,,,,,,,
21008,,12,PHI-DO,533.5,280,,,,,,,,
21008,,12,SAN-DO,251,400,,,,,,,,
21008,,12,SEA-DO,226,720,,,,,,,,
21008,,12,SJN-DO,165,40,,,,,,,,
21008,,13,ATL-DO,7,80,,,,,,,,
21008,,13,CHI-DO,64,140,,,,,,,,
21008,,13,DET-DO,13.5,60,,,,,,,,
21008,,13,FLA-DO,35,100,,,,,,,,
21008,,13,LOS-DO,108,340,,,,,,,,
21008,,13,MIN-DO,101.6,120,,,,,,,,
21008,,13,NOL-DO,6,40,,,,,,,,
21008,,13,NWE-DO,61,60,,,,,,,,
21008,,13,NWJ-DO,106.5,150,,,,,,,,
21008,,13,SEA-DO,25,150,,,,,,,,
21008,,13,SJN-DO,32,20,,,,,,,,
21008,,14,ATL-DO,1.2,34,,,,,,,,
21008,,14,DET-DO,0.2,26,,,,,,,,
21008,,14,FLA-DO,6.8,44,,,,,,,,
21008,,14,LOS-DO,200.4,129,,,,,,,,
21008,,14,NYK-DO,14.6,69,,,,,,,,
21008,,14,SWI-DO,2.6,163,,,,,,,,
21008,,21,ATL-DO,2.6,32,,,,,,,,
21008,,21,BLT-DO,0.9,9,,,,,,,,
21008,,21,CHI-DO,2.1,56,,,,,,,,
21008,,21,CIN-DO,0.7,24,,,,,,,,
21008,,21,DET-DO,14.6,24,,,,,,,,
21008,,21,FLA-DO,155.7,41,,,,,,,,
21008,,21,LOS-DO,189.5,121,,,,,,,,
21008,,21,MIN-DO,16.9,48,,,,,,,,
21008,,21,NOL-DO,10.2,17,,,,,,,,
21008,,21,NYK-DO,21,64,,,,,,,,
21008,,21,PHI-DO,160,26,,,,,,,,
21008,,21,SAN-DO,114,33,,,,,,,,
21008,,21,SEA-DO,7.3,56,,,,,,,,
21008,,21,SJN-DO,8,9,,,,,,,,
21008,,21,SWI-DO,65.6,149,,,,,,,,
21008,,31,ATL-DO,11,34,,,,,,,,
21008,,31,DAL-DO,100,34,,,,,,,,
21008,,31,DEN-DO,35.5,80,,,,,,,,
21008,,31,FLA-DO,24,63,,,,,,,,
21008,,31,LOS-DO,82,147,,,,,,,,
21008,,31,MIN-DO,90,50,,,,,,,,
21008,,31,NOL-DO,22,17,,,,,,,,
21008,,31,NWE-DO,6,46,,,,,,,,
21008,,31,NWJ-DO,105.7,97,,,,,,,,
21008,,31,NYK-DO,30,88,,,,,,,,
21008,,31,PHI-DO,27,25,,,,,,,,
21008,,31,SEA-DO,33,80,,,,,,,,
21008,,31,SJN-DO,10,8,,,,,,,,
21008,,33,DET-DO,2.5,6,,,,,,,,
21008,,33,FLA-DO,11.5,2,,,,,,,,
21008,,33,LOS-DO,33.5,29,,,,,,,,
21008,,33,MIN-DO,4,2,,,,,,,,
21008,,33,NOL-DO,15,3,,,,,,,,
21008,,33,NWE-DO,6.1,2,,,,,,,,
21008,,33,NYK-DO,8,29,,,,,,,,
21008,,33,PHI-DO,10,3,,,,,,,,
21008,,33,SEA-DO,34.5,10,,,,,,,,
21008,,33,SWI-DO,31.5,3,,,,,,,,
21008,,53,CHI-DO,1,14,,,,,,,,
21008,,53,FLA-DO,0.5,10,,,,,,,,
21008,,53,LOS-DO,0.5,31,,,,,,,,
21008,,53,NWJ-DO,19.9,18,,,,,,,,
21008,,53,PHI-DO,6.5,6,,,,,,,,
21008,,83,MIN-DO,3,6,,,,,,,,
21008,,83,NYK-DO,6,144,,,,,,,,
21R816,,1,PRL-NW,639,1180,,,,,,,,
21R816,,1,SRL,272,600,,,,,,,,
29001,COL,41,NRL,,,15.5,144,20,767,13.5,1777,3.1,1783
29001,COL,41,SRL,,,8.5,396,,,8.5,1997,25.5,1783
29001,COL,43,ARL,64.5,336,182.5,336,61.3,247,,,,
29001,COL,43,NRL,658,1968,568,1712,499.5,1482,575.1,1663,233.1,2255
29001,COL,43,SRL,148,432,159,432,177.6,377,167.1,431,185.1,1118
29001,ELE,43,NRL,49,1968,,,,,,,,
29001,ELE,43,SRL,12,432,42,432,36,377,10,431,16,1118
29001,FDF,43,NRL,1,1968,0,1712,0,1482,,,,
29001,FDF,43,PRL-SW,10,160,,,,,,,,
29001,FIL,41,NRL,,,0,144,18,767,13,1777,,
29001,FIL,41,SRL,,,3,396,,,,,,
29001,MIC,41,ARL,,,21.5,144,,,12.2,118,30,1783
29001,MIC,41,NRL,75.3,144,52.7,144,17,767,20,1777,41,1783
29001,MIC,41,PRL-SW,77,180,54,180,40,130,332,3900,68,1783
29001,MIC,41,SRL,66,396,29.5,396,196.5,936,92.7,1997,46.5,1783
29001,MIC,43,ARL,314.2,336,485.1,336,282,247,136.5,300,300.2,1610
29001,MIC,43,NRL,1985,1968,1905.4,1712,1294.7,1482,2111.9,1663,1918.9,2255
29001,MIC,43,PRL-SW,,,,,132,143,,,,
29001,MIC,43,SRL,483.5,432,1199.5,432,644.5,377,1022.8,431,1023.7,1118
29001,NAR,41,NRL,46,144,,,,,,,,
29001,NAR,41,SRL,,,,,56.1,936,,,,
29001,NAR,43,NRL,6.5,1968,22,1712,1.5,1482,3,1663,1.3,2255
29001,NAR,43,SRL,5,432,,,10.5,377,,,22.5,1118
29001,,12,ATL-DO,57,85,139,85,34,85,17.5,110,86,251
29001,,12,BLT-DO,129,17,60,17,,,87,44,20,18
29001,,12,CHI-DO,699,85,366.2,85,198,85,191,131,31,18
29001,,12,CIN-DO,108.5,51,316.5,51,157.1,68,193,88,31,54
29001,,12,DAL-DO,210.5,102,144,102,77,102,87,131,131,161
29001,,12,DEN-DO,23,51,2,51,,,,,,
29001,,12,DET-DO,39.5,68,43,68,102.5,51,9,66,118.7,54
29001,,12,FLA-DO,516.5,153,173,153,355,153,64,175,32,161
29001,,12,KAN-DO,205,85,280,85,75,85,29,110,92,125
29001,,12,LOS-DO,61,289,382.5,289,81,289,205.5,350,294,197
29001,,12,MIN-DO,236,85,150.1,85,79,85,91,110,148,54
29001,,12,NOL-DO,16,68,16,68,19,51,10,66,,
29001,,12,NWE-DO,156,85,24,85,119,85,91,110,15,18
29001,,12,NWJ-DO,331,170,497,170,409,170,371.5,219,125,179
29001,,12,NYK-DO,14,136,37,136,125,136,32,175,137,197
29001,,12,PHI-DO,249,68,107,68,44,68,39,88,45,36
29001,,12,SAN-DO,138,34,128,34,29.5,34,22,44,107,18
29001,,12,SEA-DO,104,51,85,51,48,68,15,88,149,125
29001,,12,SJN-DO,216,17,177,17,,,33,22,,
29001,,14,ATL-DO,13.4,26,,,,,,,,
29001,,14,BLT-DO,3.9,41,,,,,,,,
29001,,14,CHI-DO,4,10,,,,,,,,
29001,,14,DET-DO,3.2,108,,,,,,,,
29001,,14,FLA-DO,23.5,18,,,,,,,,
29001,,14,LOS-DO,664,89,,,,,,,,
29001,,14,MIN-DO,16.6,3,,,,,,,,
29001,,14,NOL-DO,22.8,14,,,,,,,,
29001,,14,NWE-DO,16,4,,,,,,,,
29001,,14,NYK-DO,215.4,522,,,,,,,,
29001,,14,SAN-DO,7,7,,,,,,,,
29001,,14,SEA-DO,19.1,83,,,,,,,,
29001,,14,SJN-DO,3,14,,,,,,,,
29001,,14,SWI-DO,43,29,,,,,,,,
29001,,21,ATL-DO,0.3,21,14.2,14,25.7,14,59,11,168.9,15
29001,,21,BLT-DO,2.6,33,,,2.5,14,25.8,14,39.2,20
29001,,21,CHI-DO,,,,,,,16.3,10,14.5,13
29001,,21,CIN-DO,6,25,5.5,25,7.8,25,293.2,32,675.4,53
29001,,21,DET-DO,45.1,87,41.6,102,25.8,94,38.4,96,83,127
29001,,21,FLA-DO,54.2,15,178.3,22,145.9,28,263,33,239.4,53
29001,,21,LOS-DO,889.2,71,392.3,79,288.4,80,249.5,82,749.8,113
29001,,21,MIN-DO,11.8,2,17.6,7,0.8,24,20.1,4,35.2,5
29001,,21,NOL-DO,40.3,11,33.7,9,27.2,27,140.3,25,364,18
29001,,21,NWE-DO,1.4,3,7.4,2,4.9,2,11.8,3,11.6,4
29001,,21,NYK-DO,106.4,419,42.6,406,212.1,376,540.5,377,456.5,530
29001,,21,PHI-DO,99,1,104,2,49.5,2,36,5,89.9,4
29001,,21,SAN-DO,60.1,6,1,9,4.5,9,107,8,214.7,11
29001,,21,SEA-DO,16.4,66,10.8,69,27.8,66,93.5,69,139.1,109
29001,,21,SJN-DO,10.9,11,30.4,12,25.1,13,27.1,13,22,13
29001,,21,SWI-DO,242.2,23,247.9,20,410.5,23,258.4,22,360.4,33
29001,,31,ATL-DO,,,3,13,,,,,,
29001,,31,BLT-DO,8,4,8,4,,,,,,
29001,,31,CHI-DO,6,13,24,13,12,33,60,71,,
29001,,31,CIN-DO,,,20,9,,,34,13,,
29001,,31,DAL-DO,,,20,18,30.5,42,20,26,28,70
29001,,31,DEN-DO,,,11,9,12,24,,,,
29001,,31,DET-DO,,,35,9,,,,,27,73
29001,,31,FLA-DO,36,22,7,22,20.5,61,15,1073,90,360
29001,,31,KAN-DO,9,13,,,,,,,53,32
29001,,31,LOS-DO,,,38,44,10,119,40,1304,16,539
29001,,31,MIN-DO,14,13,21,13,29,37,32.2,150,,
29001,,31,NWE-DO,26.5,13,,,,,,,,
29001,,31,NWJ-DO,,,12,26,32,71,35,459,48.5,133
29001,,31,NYK-DO,,,12,22,,,4,553,,
29001,,31,ORAHQ,,,,,,,12,135,,
29001,,31,PHI-DO,,,,,,,,,10,116
29001,,31,SAN-DO,52.5,4,,,12,13,,,,
29001,,31,SEA-DO,6,9,10,9,19.5,24,56,28,41,15
29001,,31,SJN-DO,,,8,4,,,10.5,7,20,6
29001,,33,ATL-DO,,,13,6,5.5,6,27.5,5,15.5,13
29001,,33,BLT-DO,24.9,14,116.9,8,70.8,6,28.3,7,25.5,17
29001,,33,CHI-DO,46,3,,,4,3,8,5,8.4,13
29001,,33,CIN-DO,9,11,8.5,11,5,11,49,16,44.8,38
29001,,33,DET-DO,73,38,107.1,44,150.7,41,56.6,50,82.3,116
29001,,33,FLA-DO,9.9,6,13,9,5.5,12,29.5,16,49.5,38
29001,,33,LOS-DO,333,30,39.5,35,96.4,35,91,41,174.7,95
29001,,33,MIN-DO,14.1,3,21.4,5,17.3,12,7,4,8,8
29001,,33,NOL-DO,19,5,22.7,3,16,12,21.8,13,43.3,29
29001,,33,NWE-DO,7,2,20.5,2,,,12,2,10,4
29001,,33,NYK-DO,315.6,180,201.4,176,175.6,132,249.1,194,342.7,445
29001,,33,PHI-DO,,,,,,,3,2,7,4
29001,,33,SAN-DO,2,3,16,3,4.5,3,100.5,4,4,8
29001,,33,SEA-DO,101.7,29,178.1,30,149.8,29,76.1,36,166.8,82
29001,,33,SJN-DO,3,5,11.5,5,20,6,11,7,9.5,17
29001,,33,SWI-DO,136.2,11,254.7,9,221.5,39,125.1,11,45.1,25
41002B,,12,ATL-DO,434,1656,256,1620,299,2503,404,2891,417,2605
41002B,,12,BLT-DO,390,1656,344.5,1424,746.5,1911,562.5,1849,884.5,1804
41002B,,12,CHI-DO,1162.1,1196,685.5,1277,598,1183,769.5,1327,602,1152
41002B,,12,CIN-DO,198,1196,334.5,1228,388,1638,185,1706,295,2054
41002B,,12,DAL-DO,505.5,3220,947.5,3535,863,4550,840,5214,642.5,3006
41002B,,12,DEN-DO,342,1426,297,1375,491,1138,162,1090,156,1253
41002B,,12,DET-DO,823,1196,477.5,1424,750.5,1638,324,1327,447.5,1353
41002B,,12,FLA-DO,372,1748,670.5,1817,546,3094,743.5,2844,477,2605
41002B,,12,KAN-DO,352,1196,137,1178,394,1775,300,1849,168,1603
41002B,,12,LOS-DO,1715.5,3588,915,3388,1520,3276,716.5,2607,1203,4058
41002B,,12,MIN-DO,548,1426,374,1080,406,1001,372,1043,260,1102
41002B,,12,NOL-DO,322,2208,362,1817,616,2366,508,2465,357.5,2004
41002B,,12,NWE-DO,320,1242,386,1228,426,2002,547,1612,356.7,1002
41002B,,12,NWJ-DO,514,920,528.5,1178,581,1320,479.5,1801,245.5,1303
41002B,,12,NYK-DO,567,1196,842,1571,971,1775,927,1659,1273.5,1703
41002B,,12,PHI-DO,437,1196,402,1129,365,1274,265,1469,388,1503
41002B,,12,SAN-DO,351,1794,414,1719,907,2821,649.5,2370,545,2204
41002B,,12,SEA-DO,1112.5,1104,1122.5,1129,639.8,1411,627.6,1375,695.5,1403
41002B,,12,SJN-DO,68,184,,,59,410,30,521,213,802
41002B,,13,ATL-DO,,,,,,,,,20,119
41002B,,13,CHI-DO,,,,,,,,,27,53
41002B,,13,CIN-DO,,,,,,,,,6,94
41002B,,13,DAL-DO,,,,,,,,,27,138
41002B,,13,DET-DO,,,,,,,,,10,62
41002B,,13,FLA-DO,,,,,,,,,24,119
41002B,,13,LOS-DO,,,,,,,,,4,186
41002B,,13,NOL-DO,,,,,,,,,3.5,92
41002B,,13,NWJ-DO,,,,,,,,,4,60
41002B,,13,NYK-DO,,,,,,,,,8,78
41002B,,13,SAN-DO,,,,,,,,,5.5,101
41002B,,13,SEA-DO,,,,,,,,,9,64
41002B,,13,SJN-DO,,,,,,,,,8.5,37
41811,,12,ATL-DO,,,76,449,,,,,78,356
41811,,12,BLT-DO,,,,,76,221,,,,
41811,,12,CHI-DO,,,215,180,,,,,,
41811,,12,DAL-DO,65,449,120,359,141,442,,,156,475
41811,,12,DEN-DO,280,90,,,,,,,,
41811,,12,DET-DO,,,144,359,,,72,238,,
41811,,12,FLA-DO,310.5,269,,,925,332,60,356,113.5,594
41811,,12,KAN-DO,,,,,,,104,119,,
41811,,12,LOS-DO,40,449,,,52,884,65,713,,
41811,,12,MIN-DO,50,359,,,,,,,,
41811,,12,NOL-DO,,,,,45,221,,,176,238
41811,,12,NWE-DO,90,269,56,180,88,221,,,,
41811,,12,NYK-DO,,,35,180,30,221,,,,
41811,,12,PHI-DO,,,,,80,221,,,272,238
41811,,12,SEA-DO,,,,,,,215,475,,
41848F,,12,ORAHQ,,,,,456,598,138,665,69,950
42001F,,12,ATL-DO,4165,2971,3130,3103,3589,3640,2436,3580,2258,3303
42001F,,12,BLT-DO,3492.6,2646,2916,2586,1267.5,2491,1887,2543,835,2120
42001F,,12,CHI-DO,1370,2198,1007.5,2198,550,1820,445,1837,626.5,1923
42001F,,12,CIN-DO,1686.2,2116,1448,2026,1020,2203,1058,2261,722,1873
42001F,,12,DAL-DO,2492.5,3785,728.5,3620,842,4119,553,4333,1475.4,3944
42001F,,12,DEN-DO,3074,1547,3454,1681,2487,1677,2265.5,1978,1505.5,1578
42001F,,12,DET-DO,1753.8,2035,1728.5,2112,1437,2108,995.5,2167,993,1972
42001F,,12,FLA-DO,2732.5,3826,2908,4095,1707,4455,939.5,4380,1296,3845
42001F,,12,KAN-DO,2213,2442,2307,2500,928,2491,1741,2449,766,2317
42001F,,12,LOS-DO,2339.5,3419,1986,3233,1082.5,2730,661,2685,1051.5,3500
42001F,,12,MIN-DO,2556.5,2076,1704.5,2069,1359.5,2347,1641.6,2167,2042.5,2169
42001F,,12,NOL-DO,3033,3704,3633.5,3879,3398,3832,1428.5,3768,1128,3796
42001F,,12,NWE-DO,3001,2564,2348,2155,1513,1868,777,1601,734,1824
42001F,,12,NWJ-DO,983.5,936,601,862,257.5,862,275,942,157,838
42001F,,12,NYK-DO,1380,2279,955,2327,389,2395,82,2261,529,2021
42001F,,12,PHI-DO,947.5,2686,1519,2888,1403,2778,1604,2779,1043,2613
42001F,,12,SAN-DO,1492,2198,1845,2284,1407.5,2491,1145.5,2496,756,2120
42001F,,12,SEA-DO,2177,2198,2496,2284,2063.7,2203,1661.4,2167,1808.8,2021
42001F,,12,SJN-DO,680,651,676,647,530,671,387,707,534,592
42001F,,13,ATL-DO,,,,,,,,,10,227
42001F,,13,CHI-DO,,,,,,,,,4,132
42001F,,13,DAL-DO,,,,,,,,,26.5,270
42001F,,13,DET-DO,,,,,,,,,8,136
42001F,,13,FLA-DO,,,,,,,,,40,264
42001F,,13,LOS-DO,,,,,,,,,2,241
42001F,,13,NOL-DO,,,,,,,,,4,261
42001F,,13,NWE-DO,,,,,,,,,51,125
42001F,,13,NYK-DO,,,,,,,,,1,139
42001F,,13,SJN-DO,,,,,,,,,35,41
42001F,,92,BLT-DO,1441,2375,1257,2375,2472.5,2840,2625,2850,2854,2850
42002F,,12,ATL-DO,567.5,593,591,635,343,700,408,724,223,279
42002F,,12,BLT-DO,496,642,110,692,151,525,320,501,166,557
42002F,,12,CHI-DO,635,395,151,462,82,466,83,446,612,390
42002F,,12,CIN-DO,540.5,741,440,750,282,700,255,724,150,724
42002F,,12,DAL-DO,1444.5,1729,237,1731,214,1982,167,2061,920,1894
42002F,,12,DEN-DO,282,741,950,981,785.5,700,155,780,501,836
42002F,,12,DET-DO,723.5,840,522,981,478,991,248,947,263.5,1058
42002F,,12,FLA-DO,604.5,642,880,577,691,758,94,668,348,724
42002F,,12,KAN-DO,501,741,240,866,87,816,185,836,684,891
42002F,,12,LOS-DO,365,494,278,577,292,583,399,613,81,724
42002F,,12,MIN-DO,930.3,889,415.5,808,127,933,420,891,613,1003
42002F,,12,NOL-DO,285,1087,799.5,1096,617,1049,301.5,1058,137,1003
42002F,,12,NWE-DO,42,49,,,,,,,,
42002F,,12,NYK-DO,58,148,70,115,35,58,,,16,56
42002F,,12,PHI-DO,282,247,74,231,,,34,279,58,279
42002F,,12,SAN-DO,50,198,196,173,64,175,78,167,128,223
42002F,,12,SEA-DO,350,642,247,577,180,641,182.2,557,244,668
42002F,,13,ATL-DO,4,30,,,,,,,,
42002F,,13,CHI-DO,10,30,,,,,,,,
42002F,,13,FLA-DO,6,30,,,,,,,,
42002F,,13,NOL-DO,8,30,,,,,,,,
42002F,,13,SAN-DO,28,30,,,,,,,,
42007,,14,ATL-DO,,,,,7,27,,,,
42007,,14,BLT-DO,,,,,,,8,157,8,151
42007,,14,DET-DO,,,,,,,0.1,89,,
42007,,14,LOS-DO,,,,,7,297,,,,
42007,,14,NOL-DO,1,975,,,,,,,18,1059
42007,,14,NYK-DO,,,,,,,10,492,,
42007,,14,PHI-DO,11,215,,,,,8,218,,
42007,,14,SEA-DO,,,,,6,325,,,,
42007,,14,SWI-DO,,,,,,,,,5,315
42008,,11,ORAHQ,240,884,,,,,,,,
42008,,12,ORAHQ,1191,1080,804,1269,,,,,,
42008F,,12,ORAHQ,,,,,796,1261,501,1364,195,1566
42811,,12,ATL-DO,66,186,181.5,186,213.5,195,40,95,,
42811,,12,BLT-DO,90,279,264,186,56,195,340,285,33,285
42811,,12,CHI-DO,,,,,230,195,90,95,107.5,95
42811,,12,CIN-DO,192,93,307,186,,,,,32,190
42811,,12,DAL-DO,52,372,466.5,372,181,389,56,380,153,380
42811,,12,DEN-DO,,,,,,,95,95,106,95
42811,,12,DET-DO,148,93,137.5,93,235.5,195,149,190,50,190
42811,,12,FLA-DO,,,433,186,,,50,190,244,380
42811,,12,KAN-DO,,,70,279,201,97,82,190,176,190
42811,,12,LOS-DO,173,557,417,465,348,487,319,380,,
42811,,12,MIN-DO,172,186,40,186,,,80,190,140,95
42811,,12,NOL-DO,190,186,183.8,93,64,195,90,285,88,190
42811,,12,NWE-DO,352,186,170,279,108,292,,,,
42811,,12,NYK-DO,136,186,365,279,125,292,,,62,285
42811,,12,PHI-DO,139,186,132,279,243,195,108,285,,
42811,,12,SAN-DO,,,60,93,328,97,372.7,95,92,95
42811,,12,SEA-DO,500,279,170,186,1318,195,90,190,176.5,285
42845A,,12,LOS-DO,60,79,,,,,20,80,,
42845A,,12,NWE-DO,,,1,40,1,40,80,80,16,60
42845A,,12,SAN-DO,,,,,,,25,80,,
42848F,,11,ORAHQ,270,1825,,,,,,,180,2847
42848F,,12,ORAHQ,920,1500,940,1300,497,1040,90,1260,,
45811,,12,ATL-DO,275,444,,,140,587,339,327,415,436
45811,,12,BLT-DO,37,444,113,782,96,587,104,545,183,436
45811,,12,CHI-DO,,,179.5,293,116,196,54,218,,
45811,,12,CIN-DO,295,266,150,391,168,391,337,436,228,436
45811,,12,DAL-DO,344,710,103,782,68,587,470,436,530,436
45811,,12,DEN-DO,315,532,154,391,159,489,286,436,382,436
45811,,12,DET-DO,,,,,115,196,,,271,327
45811,,12,FLA-DO,118,355,255,391,,,373,436,505,327
45811,,12,KAN-DO,372,532,112,489,230,587,312,654,120,436
45811,,12,LOS-DO,80,532,143,587,75,587,225,436,328,327
45811,,12,MIN-DO,120,266,50,196,250,293,48,327,30,436
45811,,12,NOL-DO,192,266,96,196,,,89.3,327,225,436
45811,,12,NWE-DO,92,355,95,391,,,78,436,256,436
45811,,12,NYK-DO,311,177,187.5,196,161,293,181,327,166,327
45811,,12,PHI-DO,,,73,391,,,130,109,91,109
45811,,12,SAN-DO,84,532,120,391,346,391,90,545,278,545
45811,,12,SEA-DO,249,444,310,196,395,196,197.3,218,499.7,327
45848C,,11,ORAHQ,,,254,2685,,,,,,
45848C,,12,ORAHQ,1083,2600,300,2530,2006,2390,580,2340,818,2373
45848F,,11,ORAHQ,,,240,150,,,,,,
45848F,,12,ORAHQ,508.5,368,47,515,130,665,279,354,390,650
46832,NAR,41,FCC,30,408,,,,,,,,
46832,NAR,41,NRL,,,,,80,12,,,,
46832,,11,CHI-DO,,,,,50,211,,,,
46832,,11,FLA-DO,,,,,177,211,,,,
46832,,11,NYK-DO,14,412,82,823,,,58.1,380,,
46832,,12,ATL-DO,411,613,237,511,181,502,509,700,702.5,653
46832,,12,BLT-DO,637.5,460,90,358,401,446,230,466,227,261
46832,,12,CHI-DO,467,460,132,409,88,558,304,466,240,261
46832,,12,CIN-DO,664,409,444,511,417,446,169,408,196,261
46832,,12,DAL-DO,258.5,102,171,102,398,167,41,175,433,196
46832,,12,DEN-DO,247,195,409,246,258,377,501,392,553,369
46832,,12,DET-DO,232,587,518,536,665.5,416,323.5,491,608.5,678
46832,,12,FLA-DO,75,256,87,102,40,112,161,175,2,131
46832,,12,KAN-DO,344,421,696,370,535,454,1501.5,646,411,716
46832,,12,LOS-DO,441,511,491,664,585,614,361,583,170,718
