PlanFY,OpDateFY,Plan_PAC,Plan_Hours,Sum_of_Hours,Acc_Org
2013,2013,63001A,868.00,83.00,LOS-DO
2013,2013,63001A,911.00,378.00,FLA-DO
2013,2013,63001A,1368.00,143.20,SRL
2013,2013,63001A,2029.00,574.00,PRL-NW
2013,2013,63002,8.00,86.00,FLA-DO
2013,2013,63002,99.00,40.00,DEN-DO
2013,2013,63002,149.00,265.50,FLA-DO
2013,2013,63002,149.00,80.00,LOS-DO
2013,2013,63002,198.00,5.00,PHI-DO
2013,2013,63002,496.00,1.00,NYK-DO
2013,2013,63002,496.00,5.00,SJN-DO
2013,2013,68001,240.00,64.00,CHI-DO
2013,2013,68001,593.00,167.00,KAN-DO
2013,2013,68808,80.00,269.00,NWE-DO
2013,2013,68808,80.00,216.00,SAN-DO
2013,2013,68808,80.00,120.00,SEA-DO
2013,2013,68808,160.00,164.00,BLT-DO
2013,2013,68808,160.00,416.00,DAL-DO
2013,2013,68808,240.00,115.00,ATL-DO
2013,2013,68808,240.00,217.00,CIN-DO
2013,2013,68808,240.00,107.00,DET-DO
2013,2013,68808,400.00,244.00,KAN-DO
2013,2013,68811,58.00,69.00,BLT-DO
2013,2013,68811,116.00,145.00,DEN-DO
2013,2013,68811,116.00,128.00,LOS-DO
2013,2013,68811,116.00,59.00,PHI-DO
2013,2013,68811,116.00,48.00,SEA-DO
2013,2013,68811,174.00,89.00,ATL-DO
2013,2013,68811,174.00,748.50,DAL-DO
2013,2013,68811,174.00,159.00,DET-DO
2013,2013,68811,174.00,119.50,NOL-DO
2013,2013,68811,348.00,280.00,KAN-DO
2013,2013,68811,406.00,144.00,FLA-DO
2013,2013,71001,2.00,18.00,PHI-DO
2013,2013,71001,5.00,18.00,ATL-DO
2013,2013,71001,5.00,1.80,DET-DO
2013,2013,71001,5.00,5.50,LOS-DO
2013,2013,71001,5.00,3.00,SJN-DO
2013,2013,71001,6.00,6.50,SEA-DO
2013,2013,71001,7.00,13.50,DET-DO
2013,2013,71001,7.00,6.00,NOL-DO
2013,2013,71001,7.00,12.00,SAN-DO
2013,2013,71001,7.00,4.00,SJN-DO
2013,2013,71001,9.00,17.00,FLA-DO
2013,2013,71001,10.00,32.30,CIN-DO
2013,2013,71001,10.00,54.00,SEA-DO
2013,2013,71001,10.00,19.10,SWI-DO
2013,2013,71001,12.00,4.00,NYK-DO
2013,2013,71001,13.00,6.70,DAL-DO
2013,2013,71001,13.00,8.10,NYK-DO
2013,2013,71001,14.00,12.00,BLT-DO
2013,2013,71001,14.00,10.20,NOL-DO
2013,2013,71001,15.00,25.00,NWJ-DO
2013,2013,71001,17.00,0.50,LOS-DO
2013,2013,71001,20.00,4.00,CHI-DO
2013,2013,71001,21.00,8.00,DAL-DO
2013,2013,71001,21.00,10.00,LOS-DO
2013,2013,71001,21.00,7.50,NWJ-DO
2013,2013,71001,30.00,12.00,MIN-DO
2013,2013,71001,42.00,16.00,MIN-DO
2013,2013,71001,43.00,23.00,KAN-DO
2013,2013,71001,56.00,68.00,KAN-DO
2013,2013,71001,160.00,260.00,ATL-DO
2013,2013,71001,160.00,35.00,SJN-DO
2013,2013,71001,200.00,138.00,DEN-DO
2013,2013,71001,240.00,234.50,DET-DO
2013,2013,71001,240.00,80.00,NOL-DO
2013,2013,71001,240.00,179.50,SAN-DO
2013,2013,71001,280.00,321.00,BLT-DO
2013,2013,71001,280.00,125.50,FLA-DO
2013,2013,71001,320.00,228.60,CIN-DO
2013,2013,71001,320.00,216.50,SEA-DO
2013,2013,71001,400.00,416.00,NWE-DO
2013,2013,71001,400.00,115.00,NYK-DO
2013,2013,71001,440.00,558.00,DAL-DO
2013,2013,71001,440.00,132.00,PHI-DO
2013,2013,71001,480.00,251.00,NWJ-DO
2013,2013,71001,560.00,567.00,LOS-DO
2013,2013,71001,640.00,383.00,CHI-DO
2013,2013,71001,1000.00,573.00,MIN-DO
2013,2013,71001,1617.00,1995.00,KAN-DO
2013,2013,71003A,1.00,2.40,ATL-DO
2013,2013,71003A,1.00,6.50,NOL-DO
2013,2013,71003A,1.00,4.30,SJN-DO
2013,2013,71003A,2.00,9.10,FLA-DO
2013,2013,71003A,4.00,1.10,BLT-DO
2013,2013,71003A,5.00,3.50,NOL-DO
2013,2013,71003A,5.00,3.00,SJN-DO
2013,2013,71003A,8.00,15.70,LOS-DO
2013,2013,71003A,10.00,10.00,ATL-DO
2013,2013,71003A,10.00,15.00,SWI-DO
2013,2013,71003A,15.00,5.00,CHI-DO
2013,2013,71003A,19.00,9.80,NWE-DO
2013,2013,71003A,20.00,9.20,DET-DO
2013,2013,71003A,21.00,13.00,PRL-SW
2013,2013,71003A,22.00,7.80,MIN-DO
2013,2013,71003A,25.00,154.00,CIN-DO
2013,2013,71003A,25.00,5.00,FLA-DO
2013,2013,71003A,30.00,8.50,BLT-DO
2013,2013,71003A,40.00,18.50,SEA-DO
2013,2013,71003A,44.00,17.10,NYK-DO
2013,2013,71003A,60.00,2.00,LOS-DO
2013,2013,71003A,78.00,16.30,SWI-DO
2013,2013,71003A,99.00,49.90,PRL-SW
2013,2013,71003A,125.00,4.00,MIN-DO
2013,2013,71003A,145.00,40.00,NWE-DO
2013,2013,71003A,155.00,43.50,DET-DO
2013,2013,71003A,165.00,43.80,MIN-DO
2013,2013,71003A,175.00,134.20,PRL-NW
2013,2013,71003A,197.00,19.00,NWE-DO
2013,2013,71003A,202.00,11.50,NYK-DO
2013,2013,71003A,231.00,24.00,LOS-DO
2013,2013,71003A,244.00,28.00,BLT-DO
2013,2013,71003A,286.00,88.00,CIN-DO
2013,2013,71003A,290.00,48.00,PHI-DO
2013,2013,71003A,307.00,30.00,SAN-DO
2013,2013,71003A,308.00,63.80,SEA-DO
2013,2013,71003A,317.00,84.50,PRL-NW
2013,2013,71003A,323.00,79.50,SEA-DO
2013,2013,71003A,343.00,83.10,NYK-DO
2013,2013,71003A,357.00,93.50,NOL-DO
2013,2013,71003A,378.00,141.50,DEN-DO
2013,2013,71003A,475.00,103.00,ATL-DO
2013,2013,71003A,625.00,62.50,SRL
2013,2013,71003A,697.00,137.50,DAL-DO
2013,2013,71003A,706.00,118.00,MIN-DO
2013,2013,71003A,879.00,68.40,NRL
2013,2013,71003A,1027.00,505.10,ARL
2013,2013,71003A,1084.00,312.50,KAN-DO
2013,2013,71003A,1454.00,261.60,NRL
2013,2013,71003A,3119.00,408.00,SRL
2013,2013,71003A,5077.00,330.00,ARL
2013,2013,71004,8.00,14.00,BLT-DO
2013,2013,71004,8.00,1.00,NWE-DO
2013,2013,71004,8.00,15.00,SJN-DO
2013,2013,71004,16.00,8.00,DET-DO
2013,2013,71004,47.00,6.00,ATL-DO
2013,2013,71004,55.00,29.30,MIN-DO
2013,2013,71004,56.00,47.00,FLA-DO
2013,2013,71004,56.00,100.00,NWE-DO
2013,2013,71004,56.00,85.00,NYK-DO
2013,2013,71004,56.00,62.00,SJN-DO
2013,2013,71004,70.00,9.50,DAL-DO
2013,2013,71004,84.00,402.50,BLT-DO
2013,2013,71004,84.00,4.50,CHI-DO
2013,2013,71004,84.00,175.00,LOS-DO
2013,2013,71004,100.00,5.00,CHI-DO
2013,2013,71004,109.00,1.50,KAN-DO
2013,2013,71004,112.00,110.00,CIN-DO
2013,2013,71004,112.00,168.00,SAN-DO
2013,2013,71004,140.00,395.00,DET-DO
2013,2013,71004,140.00,79.00,PHI-DO
2013,2013,71004,140.00,370.50,SEA-DO
2013,2013,71004,168.00,211.00,DEN-DO
2013,2013,71004,252.00,184.00,NOL-DO
2013,2013,71004,420.00,268.00,ATL-DO
2013,2013,71004,448.00,647.00,MIN-DO
2013,2013,71004,588.00,278.00,DAL-DO
2013,2013,71004,952.00,354.50,KAN-DO
2013,2013,71006,10.00,20.00,FLA-DO
2013,2013,71006,13.00,28.50,SJN-DO
2013,2013,71006,76.00,10.50,FLA-DO
2013,2013,71006,78.00,25.00,SJN-DO
2013,2013,71006,80.00,154.00,NOL-DO
2013,2013,71006,81.00,239.50,PHI-DO
2013,2013,71006,94.00,39.00,BLT-DO
2013,2013,71006,94.00,101.00,CHI-DO
2013,2013,71006,105.00,27.20,CIN-DO
2013,2013,71006,131.00,36.50,SAN-DO
2013,2013,71006,133.00,3.50,DET-DO
2013,2013,71006,137.00,199.00,NWE-DO
2013,2013,71006,142.00,7.00,SEA-DO
2013,2013,71006,179.00,17.00,ATL-DO
2013,2013,71006,214.00,51.50,NYK-DO
2013,2013,71006,234.00,126.50,FLA-DO
2013,2013,71006,247.00,424.00,DAL-DO
2013,2013,71006,252.00,91.00,LOS-DO
2013,2013,71006,262.00,128.00,DEN-DO
2013,2013,71006,273.00,328.00,NOL-DO
2013,2013,71006,312.00,322.00,BLT-DO
2013,2013,71006,312.00,127.50,SJN-DO
2013,2013,71006,340.00,256.50,MIN-DO
2013,2013,71006,350.00,366.50,NWE-DO
2013,2013,71006,384.00,123.50,KAN-DO
2013,2013,71006,390.00,576.00,CHI-DO
2013,2013,71006,429.00,792.00,DEN-DO
2013,2013,71006,457.00,631.00,CIN-DO
2013,2013,71006,470.00,226.30,DET-DO
2013,2013,71006,572.00,320.00,SEA-DO
2013,2013,71006,634.00,266.00,PHI-DO
2013,2013,71006,702.00,398.00,ATL-DO
2013,2013,71006,780.00,202.50,NYK-DO
2013,2013,71006,819.00,652.00,LOS-DO
2013,2013,71006,975.00,1094.50,DAL-DO
2013,2013,71006,1131.00,889.00,NWE-DO
2013,2013,71006,1151.00,533.00,SAN-DO
2013,2013,71006,1209.00,686.00,KAN-DO
2013,2013,71006,1324.00,382.70,MIN-DO
2013,2013,71006,1404.00,1405.50,DET-DO
2013,2013,71006,1443.00,1649.00,CIN-DO
2013,2013,71006,1833.00,1920.00,SEA-DO
2013,2013,71006,1989.00,1231.50,PHI-DO
2013,2013,71006,2457.00,2147.00,NYK-DO
2013,2013,71006,3237.00,1461.50,SAN-DO
2013,2013,71006,4134.00,2592.80,MIN-DO
2013,2013,71009,9.00,24.00,PRL-SW
2013,2013,71009,13.00,12.00,FLA-DO
2013,2013,71009,13.00,0.50,NYK-DO
2013,2013,71009,13.00,13.00,SJN-DO
2013,2013,71009,20.00,15.50,NWE-DO
2013,2013,71009,24.00,11.00,NWJ-DO
2013,2013,71009,27.00,16.00,LOS-DO
2013,2013,71009,32.00,42.50,FLA-DO
2013,2013,71009,32.00,61.00,NYK-DO
2013,2013,71009,32.00,30.00,SJN-DO
2013,2013,71009,33.00,25.00,BLT-DO
2013,2013,71009,33.00,28.80,DEN-DO
2013,2013,71009,34.00,7.00,ATL-DO
2013,2013,71009,41.00,12.00,NOL-DO
2013,2013,71009,47.00,19.00,CHI-DO
2013,2013,71009,47.00,86.30,DET-DO
2013,2013,71009,52.00,87.00,NWE-DO
2013,2013,71009,54.00,54.50,SEA-DO
2013,2013,71009,61.00,7.00,PHI-DO
2013,2013,71009,67.00,33.00,CIN-DO
2013,2013,71009,67.00,61.50,SAN-DO
2013,2013,71009,68.00,46.50,LOS-DO
2013,2013,71009,84.00,112.50,BLT-DO
2013,2013,71009,84.00,395.50,DEN-DO
2013,2013,71009,85.00,149.00,NWJ-DO
2013,2013,71009,88.00,38.00,ATL-DO
2013,2013,71009,101.00,174.90,DAL-DO
2013,2013,71009,104.00,148.50,NOL-DO
2013,2013,71009,120.00,122.00,CHI-DO
2013,2013,71009,120.00,208.80,DET-DO
2013,2013,71009,136.00,274.50,FLA-DO
2013,2013,71009,136.00,366.50,NYK-DO
2013,2013,71009,136.00,172.50,SJN-DO
2013,2013,71009,140.00,49.00,SEA-DO
2013,2013,71009,146.00,6.00,SRL
2013,2013,71009,151.00,167.70,MIN-DO
2013,2013,71009,156.00,114.00,PHI-DO
2013,2013,71009,168.00,196.30,KAN-DO
2013,2013,71009,172.00,261.00,CIN-DO
2013,2013,71009,172.00,162.00,SAN-DO
2013,2013,71009,186.00,291.00,PRL-NW
2013,2013,71009,204.00,212.00,NWE-DO
2013,2013,71009,260.00,246.00,DAL-DO
2013,2013,71009,272.00,292.10,LOS-DO
2013,2013,71009,284.00,18.00,NRL
2013,2013,71009,320.00,467.00,PRL-SW
2013,2013,71009,340.00,319.00,BLT-DO
2013,2013,71009,340.00,754.00,DEN-DO
2013,2013,71009,349.00,211.50,ATL-DO
2013,2013,71009,352.00,280.00,NRL
2013,2013,71009,388.00,305.50,MIN-DO
2013,2013,71009,417.00,815.00,NOL-DO
2013,2013,71009,432.00,333.00,KAN-DO
2013,2013,71009,485.00,218.00,CHI-DO
2013,2013,71009,485.00,720.60,DET-DO
2013,2013,71009,553.00,491.00,SEA-DO
2013,2013,71009,621.00,438.40,PHI-DO
2013,2013,71009,682.00,470.70,SRL
2013,2013,71009,689.00,1077.30,CIN-DO
2013,2013,71009,689.00,762.00,SAN-DO
2013,2013,71009,838.00,428.40,ARL
2013,2013,71009,1037.00,1423.20,DAL-DO
2013,2013,71009,1547.00,2900.60,MIN-DO
2013,2013,71009,1726.00,1826.00,KAN-DO
2013,2013,71V022,20.00,32.50,DET-DO
2013,2013,71V022,20.00,17.50,NYK-DO
2013,2013,71V022,40.00,36.00,NWE-DO
2013,2013,71V022,40.00,67.00,SAN-DO
2013,2013,71V022,40.00,28.00,SEA-DO
2013,2013,71V022,70.00,166.00,CIN-DO
2013,2013,71V022,70.00,66.00,KAN-DO
2013,2013,71V022,70.00,106.00,MIN-DO
2013,2013,71V022,80.00,111.00,PHI-DO
2013,2013,71V022,100.00,114.00,DAL-DO
2013,2013,71V022,110.00,149.50,BLT-DO
2013,2013,71V022,120.00,153.20,ATL-DO
2013,2013,71V022,120.00,184.00,NOL-DO
2013,2013,71V030,30.00,8.00,NWE-DO
2013,2013,71V030,90.00,40.00,SAN-DO
2013,2013,71V800,25.00,1.00,FLA-DO
2013,2013,81010,8.00,21.00,NWE-DO
2013,2013,81010,13.00,2.00,CHI-DO
2013,2013,81010,18.00,6.00,DET-DO
2013,2013,81010,18.00,70.00,SJN-DO
2013,2013,81010,37.00,14.00,FLA-DO
2013,2013,81010,37.00,42.00,KAN-DO
2013,2013,81010,55.00,18.00,CHI-DO
2013,2013,81010,55.00,15.00,SAN-DO
2013,2013,81010,74.00,10.00,DAL-DO
2013,2013,81010,74.00,152.00,NYK-DO
2013,2013,81010,92.00,8.00,SEA-DO
2013,2013,81010,129.00,5.00,LOS-DO
2013,2013,81010,202.00,196.00,NWE-DO
2013,2013,82008,13.00,38.50,LOS-DO
2013,2013,82008,14.00,36.70,SJN-DO
2013,2013,82008,18.00,17.10,CHI-DO
2013,2013,82008,18.00,24.50,NOL-DO
2013,2013,82008,18.00,77.50,NYK-DO
2013,2013,82008,45.00,59.10,MIN-DO
2013,2013,82008,58.00,16.70,BLT-DO
2013,2013,82008,73.00,228.50,PHI-DO
2013,2013,82008,77.00,54.80,SAN-DO
2013,2013,82008,88.00,132.60,ATL-DO
2013,2013,82008,110.00,6.00,SJN-DO
2013,2013,82008,118.00,1614.20,CIN-DO
2013,2013,82008,118.00,145.20,DET-DO
2013,2013,82008,120.00,59.50,CHI-DO
2013,2013,82008,128.00,84.80,NWE-DO
2013,2013,82008,150.00,33.40,MIN-DO
2013,2013,82008,167.00,543.20,FLA-DO
2013,2013,82008,171.00,10.40,BLT-DO
2013,2013,82008,225.00,4.50,PHI-DO
2013,2013,82008,330.00,369.60,SWI-DO
2013,2013,82008,358.00,725.00,LOS-DO
2013,2013,82008,377.00,478.70,SEA-DO
2013,2013,82008,445.00,789.90,NOL-DO
2013,2013,82008,464.00,300.10,ATL-DO
2013,2013,82008,502.00,896.40,FLA-DO
2013,2013,82008,505.00,343.10,NWE-DO
2013,2013,82008,564.00,25.00,SAN-DO
2013,2013,82008,590.00,2.30,DET-DO
2013,2013,82008,624.00,12.00,CHI-DO
2013,2013,82008,760.00,287.40,SEA-DO
2013,2013,82008,942.00,796.80,LOS-DO
2013,2013,82008,1184.00,4.00,CIN-DO
2013,2013,82008,1238.00,767.00,NYK-DO
2013,2013,82008,2000.00,363.90,NYK-DO
2013,2013,82008,2381.00,191.00,NOL-DO
2013,2013,82008,4936.00,2241.90,SWI-DO
2013,2013,82008,7299.00,6224.60,WEAC
2013,2013,82008,21427.00,1462.40,SWI-DO
2013,2013,82845A,238.00,541.00,SJN-DO
2013,2013,82845A,950.00,574.40,NOL-DO
2013,2013,82845A,1030.00,459.00,DET-DO
2013,2013,82845A,1109.00,1031.10,DAL-DO
2013,2013,82845A,1109.00,1629.50,KAN-DO
2013,2013,82845A,1188.00,1665.00,CIN-DO
2013,2013,82845A,1188.00,1530.30,NWJ-DO
2013,2013,82845A,1267.00,796.00,PHI-DO
2013,2013,82845A,1307.00,1405.50,SEA-DO
2013,2013,82845A,1346.00,735.00,DEN-DO
2013,2013,82845A,1544.00,1089.10,CHI-DO
2013,2013,82845A,1584.00,1760.00,ATL-DO
2013,2013,82845A,1901.00,2273.50,NYK-DO
2013,2013,82845A,1980.00,1145.50,FLA-DO
2013,2013,82845A,2376.00,256.00,MIN-DO
2013,2013,82845A,2455.00,2505.10,SAN-DO
2013,2013,82845A,2693.00,4337.00,NWE-DO
2013,2013,82845A,4792.00,5820.00,LOS-DO
2013,2013,82845B,252.00,520.00,SJN-DO
2013,2013,82845B,450.00,64.00,DAL-DO
2013,2013,82845B,585.00,150.00,DAL-DO
2013,2013,82845B,975.00,252.00,NYK-DO
2013,2013,82845B,1010.00,2094.50,BLT-DO
2013,2013,82845B,1010.00,1514.30,NOL-DO
2013,2013,82845B,1136.00,3547.10,DET-DO
2013,2013,82845B,1199.00,3170.50,DAL-DO
2013,2013,82845B,1199.00,1257.00,KAN-DO
2013,2013,82845B,1262.00,1692.50,CIN-DO
2013,2013,82845B,1262.00,1317.50,NWJ-DO
2013,2013,82845B,1325.00,1122.00,PHI-DO
2013,2013,82845B,1388.00,2140.00,SEA-DO
2013,2013,82845B,1451.00,3376.00,DEN-DO
2013,2013,82845B,1704.00,1550.00,ATL-DO
2013,2013,82845B,1704.00,2305.50,CHI-DO
2013,2013,82845B,2082.00,1309.00,NYK-DO
2013,2013,82845B,2145.00,2501.00,FLA-DO
2013,2013,82845B,2587.00,3891.60,MIN-DO
2013,2013,82845B,2650.00,2880.00,SAN-DO
2013,2013,82845B,2903.00,5007.50,NWE-DO
2013,2013,82845B,5174.00,3837.00,LOS-DO
2013,2013,82845C,6.00,14.00,BLT-DO
2013,2013,82845C,6.00,21.00,DET-DO
2013,2013,82845C,6.00,4.00,KAN-DO
2013,2013,82845C,6.00,34.50,NOL-DO
2013,2013,82845C,6.00,48.00,NWJ-DO
2013,2013,82845C,12.00,21.00,ATL-DO
2013,2013,82845C,12.00,24.00,CHI-DO
2013,2013,82845C,24.00,38.50,FLA-DO
2013,2013,82845C,24.00,62.00,MIN-DO
2013,2013,82845C,24.00,7.00,NWE-DO
2013,2013,82845C,24.00,46.00,SAN-DO
2013,2013,82845C,42.00,227.00,LOS-DO
2013,2013,82845C,230.00,467.00,KAN-DO
2013,2013,82845C,230.00,370.00,NYK-DO
2013,2013,82845C,230.00,372.00,SJN-DO
2013,2013,82845C,345.00,247.00,BLT-DO
2013,2013,82845C,345.00,454.00,CHI-DO
2013,2013,82845C,345.00,538.00,PHI-DO
2013,2013,82845C,460.00,8.00,DEN-DO
2013,2013,82845C,460.00,533.30,DET-DO
2013,2013,82845C,460.00,946.50,SEA-DO
2013,2013,82845C,575.00,583.00,ATL-DO
2013,2013,82845C,805.00,608.00,MIN-DO
2013,2013,82845C,805.00,829.10,NOL-DO
2013,2013,82845C,805.00,787.00,NWE-DO
2013,2013,82845C,805.00,1358.50,NWJ-DO
2013,2013,82845C,805.00,481.00,SAN-DO
2013,2013,82845C,920.00,795.00,CIN-DO
2013,2013,82845C,920.00,381.00,DAL-DO
2013,2013,82845C,1610.00,1619.50,FLA-DO
2013,2013,82845C,2070.00,1471.50,LOS-DO
2013,2013,82845G,72.00,120.00,SJN-DO
2013,2013,82845G,217.00,133.00,BLT-DO
2013,2013,82845G,217.00,352.70,NOL-DO
2013,2013,82845G,289.00,928.00,CIN-DO
2013,2013,82845G,289.00,218.30,DEN-DO
2013,2013,82845G,289.00,1125.10,DET-DO
2013,2013,82845G,289.00,145.00,KAN-DO
2013,2013,82845G,289.00,184.50,NWJ-DO
2013,2013,82845G,289.00,393.00,PHI-DO
2013,2013,82845G,362.00,668.00,SEA-DO
2013,2013,82845G,434.00,147.00,ATL-DO
2013,2013,82845G,434.00,132.00,CHI-DO
2013,2013,82845G,434.00,284.00,DAL-DO
2013,2013,82845G,506.00,588.00,NYK-DO
2013,2013,82845G,578.00,82.00,FLA-DO
2013,2013,82845G,578.00,1890.50,MIN-DO
2013,2013,82845G,651.00,676.00,NWE-DO
2013,2013,82845G,651.00,566.00,SAN-DO
2013,2013,82845G,1301.00,789.00,LOS-DO
2013,2013,82845H,6.00,3.00,CHI-DO
2013,2013,82845H,6.00,10.00,MIN-DO
2013,2013,82845H,100.00,142.00,NOL-DO
2013,2013,82845H,200.00,12.00,ATL-DO
2013,2013,82845H,200.00,25.00,CIN-DO
2013,2013,82845H,200.00,52.00,DAL-DO
2013,2013,82845H,200.00,20.00,DEN-DO
2013,2013,82845H,200.00,91.00,NWJ-DO
2013,2013,82845H,200.00,40.00,PHI-DO
2013,2013,82845H,200.00,68.00,SEA-DO
2013,2013,82845H,300.00,9.00,FLA-DO
2013,2013,82845H,300.00,665.00,MIN-DO
2013,2013,82845H,300.00,158.00,NWE-DO
2013,2013,82845H,300.00,90.00,SAN-DO
2013,2013,82845H,699.00,390.00,LOS-DO
2013,2013,82845S,5.00,12.00,CHI-DO
2013,2013,82845S,9.00,36.00,LOS-DO
2013,2013,82845S,9.00,16.00,MIN-DO
2013,2013,82845S,9.00,10.00,NWE-DO
2013,2013,82845S,398.00,47.00,WEAC
2013,2013,82R816,2410.00,1724.00,WEAC
2013,2013,82Z002,6.00,2.50,FLA-DO
2013,2013,82Z002,35.00,15.50,SWI-DO
2013,2013,82Z002,38.00,6.00,SAN-DO
2013,2013,82Z002,61.00,12.50,NWE-DO
2013,2013,82Z002,70.00,19.00,BLT-DO
2013,2013,82Z002,113.00,69.10,LOS-DO
2013,2013,82Z002,136.00,36.60,NYK-DO
2013,2013,82Z002,450.00,140.50,ATL-DO
2013,2013,82Z002,656.00,518.00,PRL-SW
2013,2013,82Z002,2423.00,668.20,WEAC
2013,2013,82Z003,2.00,24.50,CIN-DO
2013,2013,82Z003,2.00,3.50,SJN-DO
2013,2013,82Z003,9.00,13.00,DET-DO
2013,2013,82Z003,25.00,46.60,MIN-DO
2013,2013,82Z003,30.00,36.50,BLT-DO
2013,2013,82Z003,32.00,55.40,NOL-DO
2013,2013,82Z003,37.00,23.00,PHI-DO
2013,2013,82Z003,37.00,29.80,SEA-DO
2013,2013,82Z003,39.00,47.00,FLA-DO
2013,2013,82Z003,46.00,28.50,NWE-DO
2013,2013,82Z003,81.00,164.50,ATL-DO
2013,2013,82Z003,90.00,19.00,SAN-DO
2013,2013,82Z003,104.00,70.80,CHI-DO
2013,2013,82Z003,150.00,88.10,SWI-DO
2013,2013,82Z003,290.00,142.50,NYK-DO
2013,2013,82Z003,552.00,689.20,LOS-DO
2013,2013,82Z003,1180.00,654.80,WEAC
2013,2013,82Z003,1576.00,2180.50,WEAC
2013,2013,82Z003,1872.00,2817.70,PRL-SW
2013,2013,82Z800,86.00,80.00,MIN-DO
2013,2013,83001,71.00,230.00,SJN-DO
2013,2013,83001,142.00,79.00,ATL-DO
2013,2013,83001,142.00,151.00,BLT-DO
2013,2013,83001,142.00,10.00,CIN-DO
2013,2013,83001,213.00,333.00,DAL-DO
2013,2013,83001,213.00,67.00,DEN-DO
2013,2013,83001,213.00,80.00,NYK-DO
2013,2013,83001,213.00,20.00,PHI-DO
2013,2013,83001,284.00,88.00,FLA-DO
2013,2013,83001,425.00,371.00,MIN-DO
2013,2013,83001,425.00,250.00,SAN-DO
2013,2013,83001,496.00,167.00,NWE-DO
2013,2013,83001,993.00,419.00,LOS-DO
2013,2013,83001A,34.00,43.00,BLT-DO
2013,2013,83001A,34.00,22.00,CHI-DO
2013,2013,83001A,34.00,95.00,CIN-DO
2013,2013,83001A,34.00,132.00,DEN-DO
2013,2013,83001A,34.00,138.00,DET-DO
2013,2013,83001A,34.00,60.00,KAN-DO
2013,2013,83001A,34.00,44.50,NOL-DO
2013,2013,83001A,34.00,152.30,NWJ-DO
2013,2013,83001A,34.00,30.00,PHI-DO
2013,2013,83001A,34.00,86.00,SJN-DO
2013,2013,83001A,68.00,136.00,DAL-DO
2013,2013,83001A,68.00,113.00,FLA-DO
2013,2013,83001A,68.00,184.00,NYK-DO
2013,2013,83001A,101.00,272.00,MIN-DO
2013,2013,83001A,101.00,533.00,NWE-DO
2013,2013,83001A,101.00,395.00,SAN-DO
2013,2013,83001A,237.00,713.00,LOS-DO
2013,2013,83808,74.00,87.00,LOS-DO
2013,2013,83808,74.00,133.00,MIN-DO
2013,2013,83808,74.00,144.00,NWE-DO
2013,2013,83808,74.00,101.00,SAN-DO
2013,2013,83809,147.00,230.00,DEN-DO
2013,2013,83809,147.00,166.00,NWJ-DO
2013,2013,83809,147.00,312.00,SEA-DO
2013,2013,83809,221.00,458.00,FLA-DO
2013,2013,83809,221.00,106.50,NOL-DO
2013,2013,83809,294.00,253.50,ATL-DO
2013,2013,83809,294.00,340.50,CHI-DO
2013,2013,83809,294.00,277.00,CIN-DO
2013,2013,83809,294.00,363.50,DAL-DO
2013,2013,83809,294.00,414.00,DET-DO
2013,2013,83809,294.00,409.00,MIN-DO
2013,2013,83809,294.00,199.00,NWE-DO
2013,2013,83809,294.00,208.00,NYK-DO
2013,2013,83809,294.00,193.00,PHI-DO
2013,2013,83809,294.00,365.00,SAN-DO
2013,2013,83809,368.00,364.00,BLT-DO
2013,2013,83809,368.00,222.00,LOS-DO
2013,2013,83810,74.00,65.00,DEN-DO
2013,2013,83810,74.00,173.00,NOL-DO
2013,2013,83810,147.00,38.00,BLT-DO
2013,2013,83810,147.00,298.00,CIN-DO
2013,2013,83810,147.00,200.00,PHI-DO
2013,2013,83810,221.00,138.00,ATL-DO
2013,2013,83810,221.00,272.00,DAL-DO
2013,2013,83810,221.00,212.50,DET-DO
2013,2013,83810,221.00,189.00,NWJ-DO
2013,2013,83810,221.00,120.00,NYK-DO
2013,2013,83810,368.00,620.00,MIN-DO
2013,2013,83810,368.00,782.00,SAN-DO
2013,2013,83810,588.00,573.00,LOS-DO
2013,2013,83810,662.00,138.00,NWE-DO
2013,2013,83811,147.00,387.00,NWJ-DO
2013,2013,83811,368.00,593.00,CHI-DO
2013,2013,83811,441.00,785.00,DEN-DO
2013,2013,83811,441.00,566.00,KAN-DO
2013,2013,83811,441.00,170.00,MIN-DO
2013,2013,83811,441.00,459.00,SAN-DO
2013,2013,83811,515.00,917.00,NWE-DO
2013,2013,83811,515.00,546.00,SEA-DO
2013,2013,83811,588.00,759.30,NOL-DO
2013,2013,83811,809.00,559.80,BLT-DO
2013,2013,83811,809.00,813.00,PHI-DO
2013,2013,83811,882.00,865.00,CIN-DO
2013,2013,83811,882.00,863.00,NYK-DO
2013,2013,83811,1029.00,888.50,ATL-DO
2013,2013,83811,1029.00,789.00,DET-DO
2013,2013,83811,1103.00,1447.50,DAL-DO
2013,2013,83811,1176.00,1422.50,FLA-DO
2013,2013,83811,1397.00,1617.00,LOS-DO
2013,2013,84R816,2360.00,1209.00,WEAC
2013,2013,85014,32.00,22.00,NYK-DO
2013,2013,85014,32.00,16.00,SJN-DO
2013,2013,85014,56.00,69.00,NOL-DO
2013,2013,85014,56.00,40.00,SEA-DO
2013,2013,85014,104.00,157.00,FLA-DO
2013,2013,85014,112.00,137.00,ATL-DO
